idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli,Pesquisa
v1960858,Analista de Avaliação e Estatística,Belo Horizonte,Salário a combinar,1,2019-09-20,Júnior/Trainee,Atividades a serem desempenhadas: Preparar arquivos de rodagemRodar simulado com TRIAnálise de dados dos resultadosAtualizar Dashboard com SimuladosEntregar/conferir o ranking ENEM (anual). Requisitos:• Superior completo ou cursando em Estatística.,Bernoulli Educação,Há 2 dias,Estatístico
v1954379,"Estágio em Administração, Economia ou Estatística",Brasília,R$ 1.200,1,2019-09-20,Estágio,Segmento da empresa: TelecomunicaçãoAtividades a serem desenvolvidas:Auxiliar nas atividades operacionais na Diretoria de planejamento comercial. Geração de relatórios gerenciai manipulação de base de dados.Atender e preparar informações para atualização de banco de dados em sistema Tablo.Requisitos: a partir do 6º semestre e conhecimento intermediário em Excel.Local de trabalho: Asa NorteHorário de trabalho: 9h às 16h (com 1h de almoço) de segunda a sexta.Remuneração: R$ 1.20000Benefícios: VT + VR,STAG Central de Estágios e Desenvolvimento,09/09/2019,Estatístico
v1954856,Analista de Informações Gerenciais - Júnior (Estatística),São Paulo,Salário a combinar,1,2019-09-20,Júnior/Trainee,Do dia a dia:Elaboração de relatórios gerenciais técnicoestatísticos para acompanhar indicadores e resultados dos produtos de segurosElaboração de algoritmos de extração de dados para suporte de análises e relatórios estatísticosManipulação e manutenção de base de dadosParticipar do desenvolvimento de projetos de informação e análise de dados. O que é importante:Formação superior completa em: Administração Finanças Matemática Estatística e áreas similaresConhecimentos em SAS/SQL. Local de trabalho: Morumbi São Paulo SP.,HDI SEGUROS,09/09/2019,Estatístico
v1958292,Estágio - Matemática ou Estatística - Inteligência de Mercado,São Paulo,Salário a combinar,1,2019-09-20,Estágio,Buscamos talentos que tenham paixão em transformar números em informações estratégicas. Vaga exclusiva para: Estudantes de Matemática ou Estatística. Requisitos: Cursando Matemática ou Estatística a partir do 5° semestre Será um diferencial ter habilidades em Excel (gerar relatórios gráficos). Informações:Atuação: Inteligência de Mercado departamento responsável pela organização e análises de bases de dados para fins estratégicos da empresa. Local de realização do estágio:  Zona Oeste/SP  Vila Progredior/MorumbiOferecemos: Bolsa Auxílio + ValeTransporte + restaurante no local (café da manhã e almoço) e seguro de vidaJornada: segunda a sexta 06 horas de estágio período manhã. Responsabilidades: O estagiário será desenvolvido para realizar construção interpretar informações e  tratamento de bases de dados (Excel e Access) Construir relatórios analíticos Dar suporte às áreas de Inteligência de Mercado e Planejamento Estratégico.,CRISTÁLIA  Produtos Químicos Farmacêuticos,Há 7 dias,Estatístico
v1943426,Consultor Sênior - Marketing - CRM - Estatístico (Telecomunicações),Rio de Janeiro,Salário a combinar,1,2019-09-20,Sênior,Descrição das atividades Monitoramento de novas receitas do negócio PréPago (TIM Ads e Crédito Especial) Análises estatísticas para subsidiar o negócio pré pago por novas formas de receita Alinhamento de Projetos das demais áreas que impactam o negócio Pré Pago Análises dos impactos ou possíveis impactos nos indicadores Pré Pago das novas receitasConhecimento e Experiência desejável Experiência no mercado de Telecom Conhecimento em SAS SQL Excel Power Point Bom relacionamento interpessoal com áreas paresFormação desejávelEstatística Administração Engenharia da Produção Ciência de Dados Sistemas de InformaçãoEscolaridade MínimaSuperior CompletoEmpresa e Local de TrabalhoM300 TIM S.A.RJ Rio de Janeiro,TIM Brasil,26/08/2019,Estatístico
v1934956,"Consultor - Banco de Dados, Indicadores e Modelos - Foco em Estatística",Rio de Janeiro,Salário a combinar,1,2019-09-20,Júnior/Trainee,Descrição das atividadesCriação e manutenção de relatórios gerenciais e painéis de indicadoresGeração de bases de dados para realização de Análises Realização de análises de comportamento de clientes.Conhecimento e Experiência desejávelExperiência em Banco de Dados para extração de informação e construção de relatórios e dashboards. Possuir bom conhecimento em Excel e em SAS Enterprise Guide. Conhecimento em BIG DATA será considerado um diferencialExperiência em geração de indicadores e extração de dados Importante: ser flexível à mudanças de escopo de trabalho ter senso de urgência e comprometimento com prazos possuir forte espírito de equipe e colaboração.Formação desejávelGraduado em Estatística Ciência da Computação Análise de Sistemas Sistemas de Informação ou Tecnologia da Informação.Escolaridade MínimaSuperior CompletoEmpresa e Local de TrabalhoM300 TIM S.A.RJ Rio de Janeiro,TIM Brasil,12/09/2019,Estatístico
v1946843,Cientista de Dados,Distrito Federal,Salário a combinar,1,2019-09-20,Sênior,Conhecimentos: Conhecimentos avançados em Data Mining Conhecimento avançado de SQL Conhecimento e experiência no desenvolvimetno de modelos utilizando algoritmos de Machine Learning Regressão logísticaÁrvore de decisão KNN Random Forests Técnicas resampling Validação de Performance de Modelos Domínio de um pacote estatístico R ou Python ou SASVisualização de Dados Será um diferencial:  Conhecimento de SAS enterprise Miner – Reiforcement Learning Redes Neurais autoregressivas e Modelos Bayesianos – Experiência em estatística aplicada a serviços financeiros (Banking)Atividades a serem Desenvolvidas:Análise exploratória dos dadosImplantação e desenvolvimento de modelos estatísticos Validação de performance dos modelos,Vert Soluções em TIC,26/08/2019,Estatístico
v1949959,Analista Operacional,Canaã dos Carajás,Salário a combinar,1,2019-09-20,Pleno,Principais Requisitos:•             Conhecimento com tratamento estatístico de dados•             Conhecimento na aplicação de softwares estatísticos•             Elaboração e aplicação de PDCA•             Aplicação da metodologia de 6 Sigmas para tratamento de desvios e problemas tratando a causa raiz.Controle operacional de variáveis de processo análise estatística de dados.Acompanhar as operações das Usinas monitorando as variáveis de processo controlando e fazendo as tratativas de desvios e Não conformidadesFazer interface da operação dos turnos com a gestão das UsinasIdentificação de riscos e de melhorias e atuar para a manutenção dos níveis de produtividadeAssessorar o planejamento estratégico da operação de UsinaCoordenar e/ou orientar as ferramentas da qualidade e segurança.Disponibilidade para atuar com revezamento de turno.,Search Consultoria em Recursos Humanos,30/08/2019,Estatístico
v1929136,Cientista de Dados (Analista de Dados),Uberlândia,Salário a combinar,1,2019-09-20,Pleno,Requisitos:• Superior em Estatística Matemática Análise de Sistemas  Sistemas de Informação Ciência da Computação Gestão da Informação ou áreas correlatas • Experiência em banco de dados – SQL e com modelagem estatística (Machine Learning)• Experiência em linguagens de programação (preferencialmente  R e Python).• Experiência em tratamento manipulação e qualificação de dados. * Todas as vagas do Martins são também disponibilizadas para Pessoas com Deficiência,Martins S/A,24/07/2019,Estatístico
v1943684,Consultor Data Science - Júnior,São Paulo,Salário a combinar,1,2019-09-20,Júnior/Trainee,Funções:          Tratamento estatístico de dados (data mining).          Modelagem preditiva mediante técnicas de machine learning e data science          Modelagem de eventos temporais (séries temporais modelos ARIMA).          Desenvolvimento de modelos de simulação (Monte Carlo).          Revisão e validação de modelos de rating e scoring RAROC e parâmetros de risco.          Apoio matemático ao negócio: desenvolvimento de algoritmos estatística e probabilidade.          Projetos de I+D (Pesquisa e desenvolvimento).  Requisitos:         Estudantes com formação em Julho de 2019 nos cursos: Matemática Física Estatística Engenharia ou outros estudos com forte componente quantitativo.         Também valorizamos conhecimento de técnicas de modelagem (logit GLM séries temporais árvores de decisão clustering etc.) linguagens de programação estatística (SAS R Python Matlab etc) e ferramentas de plataformas de Big Data (Hadoop MongoDB Cassandra Pig Hive etc.)          Valorizamos a realização de estudos específicos de pósgraduação em especial Data Science Finanças Quantitativas ou similar         Alto nível de inglês e conhecimento de outros idiomas.         Disponibilidade para viajar.Outros aspectos: sólida trajetória acadêmica dinamismo vontade de superação capacidade de trabalho Maturidade responsabilidade e facilidade de integração em equipes de trabalho multidisciplinar.Vaga disponível para PCD's,MANAGEMENT SOLUTIONS,20/08/2019,Estatístico
v1945989,Analista de Planejamento de Materiais,Manaus,R$ 3.000 a R$ 4.000,1,2019-09-20,Pleno,Grande Indústria Distribuidora de Energia localizada em Manaus/AM busca profissional para ocupar a posição de Planejador de Materiais (TEMPORÁRIO COM CHANCES DE EFETIVAÇÃO). Formação em Superior Completo em Administração ou Logística Experiência na área de planejamento de estoques Conhecimento em conceitos como classificação ABC PQR XYZ 123 e Estatística (Estatística Descritiva Inferência e modelos de previsão) Conhecimento em indicadores de estoque (Giro Cobertura de Estoque e Nível de Serviço). Domínio no Pacote Office Excel avançado Residir em Manaus.,Luandre,23/08/2019,Estatístico
v1946337,Cientista de Dados (Vaga para Maringá - PR),Maringá,Salário a combinar,1,2019-09-20,Sênior,ATIVIDADES:Mineração e análise de grande volume de dados com o objetivo de prover informações estratégicas para a instituiçãoUtilização de dados para propor melhorias de processos e novos produtosDesenvolvimento de algoritmos de prediçãoTrabalhar em conjunto com outras áreas da empresa e propor soluções.FORMAÇÃO:Curso superior completo em Estatística Economia Tecnologia da Informação Engenharia MatemáticaCONHECIMENTOS TÉCNICOS NECESSÁRIOS:Python / R / SQL avançadosEstatísticaBig Data BI Machine Learning e  IAConhecimento Contábil e Sistema FinanceiroExperiência na área.,Sicoob Central Unicoob,23/08/2019,Estatístico
v1960191,Analista de Garantia da Qualidade-Temporário,Juiz de Fora,Salário a combinar,1,2019-09-20,Júnior/Trainee,Responsável pelas atividades relacionadas a Revisão Periódica de Produtos: Lançamento de dados Elaboração de relatórios Análise estatística Participação nos comitês de RPP.,MEDQUÍMICA INDÚSTRIA FARMACEUTICA,Há 2 dias,Estatístico
v1956270,Técnico em eletrônica ou mecatrônica (equipamentos biomédicos),São Paulo,R$ 3.500 a R$ 3.700,1,2019-09-20,Técnico,Executar tarefas de manutenção corretiva e preventiva em equipamentos biomédicos de alta complexidade. Tarefas administrativas de controles e estatísticas relativas ao setor de engenharia clinica,Confidencial,11/09/2019,Estatístico
v1918393,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,5,2019-09-20,Sênior,Mestres e Doutores em: Matemática Aplicada Estatística e áreas afinsComo utilizar métodos analíticos para gerar vantagem competitiva em uma organização inserida em um ambiente altamente competitivo Conhecimento técnico: Capacitado em técnicas e ferramentas para o tratamento de grande volumes de dados. Ferramentas Estatística (SAS SQL R SPSS Stata)Carga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação.R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação.  Local: Osasco SP,IEL /SP - Inova Talentos,07/08/2019,Estatístico
v1898062,Analista de Dados - BI / Analytics,Niterói,Salário a combinar,1,2019-09-20,Sênior,Prérequisitos: Formação em Estatística Tecnologia da Informação ou Ciência da Computação Pacote Office avançado Fluência em estatística Experiência de programação e familiaridade com sistemas de dados Conhecimentos de Linguagem de Programação em R e SQL Conhecimento de ferramenta de BI Inglês nível avançado para leitura. Principais atribuições: Análise dos resultados quantitativos e qualitativos Definição de plano amostral para estudos Desenvolvimento validação calibração e atualização de modelos preditivos Elaboração de relatórios dashboards e análise de indicadores Elaboração de apresentação para os diferentes níveis de gestão da organização. Local de trabalho: NiteróiSalário + Benefícios: PS+PO+ VT+ TR+ PP+ SVCLT 44 horas semanais,Confidencial,27/05/2019,Estatístico
v1953176,Estagiário -  QHSE,Rio de Janeiro,Salário a combinar,1,2019-09-20,Estágio,Prérequisito necessário:*Cursando:Engenharia (Produção Química Mecânica Naval ou Ambiental).*A partir do 4º período e com disponibilidade mínima de 1 ano para estagiar.*Disponibilidade de 6 horas/diárias (horário comercial).*Desejável conhecimento em dados estatísticos e elaboração de apresentações.*Inglês Fluente.Atividades da área:Implementação/Manutenção do sistema de gestão HSE dos PLSVs Skandis.Atividades do estagiário:O estagiário trabalhará sob mentoria dos Eng. HSE da equipe interfaciando com os times dos projetos PLSVs Skandis. Atuará como na gestão das ferramentas programas e procedimentos de HSE nos PLSVs Skandis assim como registro e análise de dados estatísticos referentes ao desempenho HSE.   Local de Trabalho: Cidade Nova.,TechnipFMC,05/09/2019,Estatístico
v1961161,Especialista de Planejamento de Demanda,São Paulo,Salário a combinar,1,2019-09-20,Pleno,Descrição:Garantir um plano de demanda e previsão com alta qualidade para a Região Sul da América Latina através do trabalho ativo e interação com a equipe de Marketing e Vendas.Executar e garantir processos de planejamento de demanda e enriquecimento com dados de atividades de mercado informações de novos produtos e informações de clientes mensal e semanalmente.Fornece informações por meio do uso de ferramentas de estatísticas considerando dados históricos tendências e sazonalidades.Requisitos:Ter formação completa em administração engenharia estatística ou economiaInglês e Espanhol Microsoft Office (proficiente em Excel)Conhecimentos com  SAP / APOExperiência em planejamento de demandaConhecimento desejável em Supply Chain Vendas Marketing Ciclo de vida do produto.,Adecco,Ontem,Estatístico
v1953261,Analista Pleno - Controle Derivativos,São Paulo,Salário a combinar,1,2019-09-20,Pleno,PRINCIPAIS ATIVIDADES:  Controle e acompanhamento de operações de derivativos realizadas pela mesa de operações. Input de operações de derivativos nos legados internos e externos. Rodar planilhas eletrônicas para comparativos de resultados. Rodar planilhas eletrônicas para gerar estatísticas para a gerência. Rodar planilhas eletrônicas de cálculo a mercado para os produtos de derivativos (SwapNDFOpçõesCOE) Atendimento a clientes externos com envios de relatórios e cálculos de resultados operacionais. Conferência de contratos de derivativos. REQUISITOS:  Noções de input de operações no Cetip. Conhecimento de Excel avançado com VBA. Conhecimento de matemática financeira. Conhecimento de produtos de derivativos. Conhecimento de marcação a mercado. Formação Administração / Economia / Matemática / Engenharia / Estatística,BANCO ABC,05/09/2019,Estatístico
v1960634,Analista de Modelagem Junior,São Paulo,Salário a combinar,1,2019-09-20,Júnior/Trainee,Na Recovery o Analista de Modelagem Junior será responsável por desenvolver modelos estatísticos para definição da estratégia de cobrança da Recovery O que seria bacana você ter e conhecer:Graduação: Cursos de exatas ( Estatística Matemática Física Economia Ciência da Computação Engenharias ou áreas afins) O que você terá que fazer:Estudo de segmentações de públicos para modelos estatísticosParticipar de todas as etapas da modelagem estatística (extração de base criação de variáveis definições de variáveis respostas/explicativas desenvolvimento da equação testes de acurácia)Backtest de modelos previamente desenvolvidos (internos/externos) para busca de melhoria de performanceAcompanhamento de aderência dos modelos (relatórios de MIS)Manipulação de bases de dadosProgramação em SAS/SQL/Python/R           Para fechar com chave de ouro: Vontade de aprenderDinamismoPensamento “fora da caixa”Proatividade Boa capacidade na resolução de problemasRaciocínio analítico e computacional Quer saber o que temos de mais legal por aqui Dá uma olhada!Incentivamos nossa galera a buscar conhecimento sempre por isso temos um Programa de Incentivo à Educação que pode bancar parte dos estudos de quem tiver interesseUm dos momentos mais importantes na vida de uma pessoa é o nascimento do seu filho. Pensando nisso a Recovery oferece para as mamães a licençamaternidade estendida de 6 meses e para os papais a possibilidade de ficar 20 dias com a família em licençapaternidadeEstimulamos que o nosso time esteja sempre em movimento para isso temos por aqui o GymPass e Ginástica Laboral no escritórioGostamos de comemorar nosso desempenho e um dos nossos lemas é celebrar os bons momentos. Encontramos a melhor forma de fazer isso: Happy Hour com a galera no escritórioEstamos no coração de São Paulo a Avenida Paulista é a nossa casa. Quer ser parte do nosso time Vem #todosjuntos fazemos a diferença!,Grupo Recovery,Há 2 dias,Estatístico
v1911451,Analista de Inteligência de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-20,Pleno,DESCRIÇÃOAtuar na interface entre a área de negócios e cientistas de dados para auxiliar no desenvolvimento de estratégias segmentadas para otimização do valor da base de clientes.Análise e discussão das estratégias de segmentação e das campanhas.Criação e análise de KPIs para monitorar a performance do programa e contribuir com o desenvolvimento de ações de marketing que potencializem as oportunidades de retenção de clientes e expansão do programa assim como mensurar a rentabilização do programa.Aplicação de inteligência analítica em negócios.Formular e analisar hipóteses que ajudem na tomada de decisões estratégicas.Dar suporte às ações de planejamento e gestão de resultados com a finalidade de garantir a rentabilidade sustentabilidade e crescimento dos negócios. Auxiliar no desenvolvimento e mensuração de Testes A/B e na modelagem das análises estatísticas do programa. PRÉREQUISITOS Formação superior completa em Estatística Engenharia Ciência da computação e afins. Experiência com inteligência analítica aplicada a campanhas de aquisição de clientes retenção ou criação de estratégias ou ofertas personalizadas Raciocínio analítico Domínio do Pacote Office e conhecimento avançado de Excel Disponibilidade para viagens Nível mínimo do idioma Inglês: intermediário DESEJÁVEL Habilidade de Comunicação Conhecimento de Microstrategy (ferramenta de Business Intelligence BI) Experiência com criação de indicadores de performance ou criação de modelos de propensão Conhecimento em estatística Desejável conhecimento de marketing estratégico e experiência em varejo Experiência com gestão de base de clientes,Ipiranga Produtos de Petróleo S/A,29/08/2019,Estatístico
v1954551,Supervisor de BI,Barueri,Salário a combinar,1,2019-09-20,Supervisão/Coordenação,Qual o desafio deste profissional· Estruturar todas as informações disponíveis para as análises através de otimização de pesquisas e dimensionamento correto dos bancos de dados.· Prever eventos futuros específicos na área por meio de modelos estatísticos apropriados.· Analisar todas as informações disponíveis sobre produtos performance de venda disponibilidade.· Analisar as informações disponíveis das lojas gerando conhecimento aplicável para a área de operações através de análises estatísticas· Definir metodologia de mensuração de resultados de testes e pilotos realizados pela área visando o aprimoramento constante das ações.· Analisar o desempenho com base nas vendas e formatos diversos visando o aprimoramento da alocação de produtos.· Realizar acompanhamentos criação e manutenção de dashs Corporativos· Elaboração de análises nos indicadores visando aprimoramento das ações das atividades do Time · Fazer a gestão dos analistas da área controlando cronograma das entregas e atividades Quais são os requisitos esperadosExperiência na área de inteligência analítica (ex: DBMBI) com grande conhecimento de manipulação de banco de dados. Formação Acadêmica:Formação superior completaFormação Complementar (Cursos/ Certificações/ especializações): Conhecimentos Específicos:Inglês intermediárioSer familiarizado com o Software Estatístico SQL / SPSS (linguagem R desejável)Ter conhecimento de alguma linguagem de programação (C SQL outras)Conhecimento em Excel e Power Point intermediário.,C&A Modas,09/09/2019,Estatístico
v1939283,Pesquisador,Iracemápolis,Salário a combinar,1,2019-09-20,Júnior/Trainee,O que irei fazerPlanejar implementar e conduzir ensaios de pesquisa e desenvolvimento de fertilizantes de estimulantes e de produtos biológicos em campo casa de vegetação e/ou laboratório dentro e fora do centro de pesquisa gerando resultados e relatórios que auxiliam na tomada de decisão sobre o desenvolvimento do produto de nutrição vegetal fisiológicos e biológicos.Formação: Engenharia Agronômica ou Agronomia Mestrado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia. Desejável doutorado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia.Experiência comprovada em desenvolvimento de pesquisa agrícola com amplo conhecimento em experimentação agrícola. Conhecimento em estatística.Conhecimento desejável do mercado de fertilizantes foliares e especiais. Experiência com pesquisa a campo na cultura do milho e/ou soja.Informática: Pacote Office programas de estatística (ex. Minitab) Idioma: Inglês avançadoLocal de trabalho: Iracemápolis / SP,Confidencial,12/08/2019,Estatístico
