idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli,Pesquisa
v1954856,Analista de Informações Gerenciais - Júnior (Estatística),São Paulo,Salário a combinar,1,2019-09-27,Júnior/Trainee,Do dia a dia:Elaboração de relatórios gerenciais técnicoestatísticos para acompanhar indicadores e resultados dos produtos de segurosElaboração de algoritmos de extração de dados para suporte de análises e relatórios estatísticosManipulação e manutenção de base de dadosParticipar do desenvolvimento de projetos de informação e análise de dados. O que é importante:Formação superior completa em: Administração Finanças Matemática Estatística e áreas similaresConhecimentos em SAS/SQL. Local de trabalho: Morumbi São Paulo SP.,HDI SEGUROS,09/09/2019,Estatístico
v1958292,Estágio - Matemática ou Estatística - Inteligência de Mercado,São Paulo,Salário a combinar,1,2019-09-27,Estágio,Buscamos talentos que tenham paixão em transformar números em informações estratégicas. Vaga exclusiva para: Estudantes de Matemática ou Estatística. Requisitos: Cursando Matemática ou Estatística a partir do 5° semestre Será um diferencial ter habilidades em Excel (gerar relatórios gráficos). Informações:Atuação: Inteligência de Mercado departamento responsável pela organização e análises de bases de dados para fins estratégicos da empresa. Local de realização do estágio:  Zona Oeste/SP  Vila Progredior/MorumbiOferecemos: Bolsa Auxílio + ValeTransporte + restaurante no local (café da manhã e almoço) e seguro de vidaJornada: segunda a sexta 06 horas de estágio período manhã. Responsabilidades: O estagiário será desenvolvido para realizar construção interpretar informações e  tratamento de bases de dados (Excel e Access) Construir relatórios analíticos Dar suporte às áreas de Inteligência de Mercado e Planejamento Estratégico.,CRISTÁLIA  Produtos Químicos Farmacêuticos,26/08/2019,Estatístico
v1943426,Consultor Sênior - Marketing - CRM - Estatístico (Telecomunicações),Rio de Janeiro,Salário a combinar,1,2019-09-27,Sênior,Descrição das atividades Monitoramento de novas receitas do negócio PréPago (TIM Ads e Crédito Especial) Análises estatísticas para subsidiar o negócio pré pago por novas formas de receita Alinhamento de Projetos das demais áreas que impactam o negócio Pré Pago Análises dos impactos ou possíveis impactos nos indicadores Pré Pago das novas receitasConhecimento e Experiência desejável Experiência no mercado de Telecom Conhecimento em SAS SQL Excel Power Point Bom relacionamento interpessoal com áreas paresFormação desejávelEstatística Administração Engenharia da Produção Ciência de Dados Sistemas de InformaçãoEscolaridade MínimaSuperior CompletoEmpresa e Local de TrabalhoM300 TIM S.A.RJ Rio de Janeiro,TIM Brasil,13/09/2019,Estatístico
v1940030,"Estágio em Administração de Empresas, Eng. Produção, Estatística - Dasa / PE",Recife,Salário a combinar,1,2019-09-27,Estágio,Requisitos:Cursando Administração de Empresas Matemática Eng. Produção com formação prevista a partir de 12/2020Área Atuação/ Atividades:Núcleo Técnico Operacional –  (1 vagas)Acompanhamento de IndicadoresGestão do Modelo DASA de ProduçãoDesenvolvimento de dashboard de indicadores da produção e acompanhamentoRelatórios gerenciais Bolsa Auxílio e Benefícios:Bolsa estágio: R$ 95500Possibilidade de prorrogação de contratoPossibilidade de efetivaçãoHorário de Estágio:6 horas/dia das 9h às 16hLocais de Estágio: RecifeBOA VIAGEM/ PE,Instituto Via de Acesso,13/08/2019,Estatístico
v1963780,Analista Atuarial Sênior com foco em Modelagem,Rio de Janeiro,Salário a combinar,1,2019-09-27,Sênior,Prérequisito:Graduação em Estatística Matemática Atuária ou Engenharia.Experiência com Bancos de DadosDomínio dos indicadores de performance de carteira e indicadores de performance de modelos estatísticos (árvore de decisão e regressão logística) de scoring.Vivência com ferramenta SAS e Modelos de segmentação Excel Avançado Programação SAS ou SQL.Necessário experiência com Modelagem.Atividades:Elaborar/acompanhar modelos estatísticos de risco oportunidade e perfil para operadora de saúdeGerar Leads para açõesOtimizar política de retenção e fidelizaçãoTratar as bases de dados e compilar informações.,Unimed-Rio,Há 3 dias,Estatístico
v1949959,Analista Operacional,Canaã dos Carajás,Salário a combinar,1,2019-09-27,Pleno,Principais Requisitos:•             Conhecimento com tratamento estatístico de dados•             Conhecimento na aplicação de softwares estatísticos•             Elaboração e aplicação de PDCA•             Aplicação da metodologia de 6 Sigmas para tratamento de desvios e problemas tratando a causa raiz.Controle operacional de variáveis de processo análise estatística de dados.Acompanhar as operações das Usinas monitorando as variáveis de processo controlando e fazendo as tratativas de desvios e Não conformidadesFazer interface da operação dos turnos com a gestão das UsinasIdentificação de riscos e de melhorias e atuar para a manutenção dos níveis de produtividadeAssessorar o planejamento estratégico da operação de UsinaCoordenar e/ou orientar as ferramentas da qualidade e segurança.Disponibilidade para atuar com revezamento de turno.,Search Consultoria em Recursos Humanos,30/08/2019,Estatístico
v1929136,Cientista de Dados (Analista de Dados),Uberlândia,Salário a combinar,1,2019-09-27,Pleno,Requisitos:• Superior em Estatística Matemática Análise de Sistemas  Sistemas de Informação Ciência da Computação Gestão da Informação ou áreas correlatas • Experiência em banco de dados – SQL e com modelagem estatística (Machine Learning)• Experiência em linguagens de programação (preferencialmente  R e Python).• Experiência em tratamento manipulação e qualificação de dados. * Todas as vagas do Martins são também disponibilizadas para Pessoas com Deficiência,Martins S/A,24/07/2019,Estatístico
v1943684,Consultor Data Science - Júnior,São Paulo,Salário a combinar,1,2019-09-27,Júnior/Trainee,Funções:          Tratamento estatístico de dados (data mining).          Modelagem preditiva mediante técnicas de machine learning e data science          Modelagem de eventos temporais (séries temporais modelos ARIMA).          Desenvolvimento de modelos de simulação (Monte Carlo).          Revisão e validação de modelos de rating e scoring RAROC e parâmetros de risco.          Apoio matemático ao negócio: desenvolvimento de algoritmos estatística e probabilidade.          Projetos de I+D (Pesquisa e desenvolvimento).  Requisitos:         Estudantes com formação em Julho de 2019 nos cursos: Matemática Física Estatística Engenharia ou outros estudos com forte componente quantitativo.         Também valorizamos conhecimento de técnicas de modelagem (logit GLM séries temporais árvores de decisão clustering etc.) linguagens de programação estatística (SAS R Python Matlab etc) e ferramentas de plataformas de Big Data (Hadoop MongoDB Cassandra Pig Hive etc.)          Valorizamos a realização de estudos específicos de pósgraduação em especial Data Science Finanças Quantitativas ou similar         Alto nível de inglês e conhecimento de outros idiomas.         Disponibilidade para viajar.Outros aspectos: sólida trajetória acadêmica dinamismo vontade de superação capacidade de trabalho Maturidade responsabilidade e facilidade de integração em equipes de trabalho multidisciplinar.Vaga disponível para PCD's,MANAGEMENT SOLUTIONS,20/08/2019,Estatístico
v1960191,Analista de Garantia da Qualidade-temporário,Juiz de Fora,Salário a combinar,1,2019-09-27,Júnior/Trainee,Responsável pelas atividades relacionadas a Revisão Periódica de Produtos:Lançamento de dadosElaboração de relatóriosAnálise estatísticaParticipação nos comitês de RPP.,MEDQUÍMICA INDÚSTRIA FARMACEUTICA,18/09/2019,Estatístico
v1965241,Analista Técnico I e II (Análise de Dados / Planos de Saúde),São Paulo,Salário a combinar,2,2019-09-27,Júnior/Trainee,PréRequisitos:Ensino superior completo Formação em ciências atuariais ou curso de exatas como por exemplo estatística será um diferencialExcel intermediário (procv tabela dinâmica)Experiência com relatórios gerenciais indicadores análise de dadosConhecimento básico em regulamentações de plano de saúde e estatística. Atividades a desempenhar:Definir metodologias de apuração de resultados e análises técnicasPreparar relatórios gerenciais de sinistralidade por entidades e operadorasOrganizar indicadores da áreaPreparar e acompanhar status de tratativas da áreaAuxiliar área técnica atuarial na obtenção da base de dados (operadoras x clientes).,Qualicorp São Paulo,Ontem,Estatístico
v1956270,Técnico em eletrônica ou mecatrônica (equipamentos biomédicos),São Paulo,R$ 3.500 a R$ 3.700,1,2019-09-27,Técnico,Executar tarefas de manutenção corretiva e preventiva em equipamentos biomédicos de alta complexidade. Tarefas administrativas de controles e estatísticas relativas ao setor de engenharia clinica,Confidencial,11/09/2019,Estatístico
v1963961,Analista Inteligência Analítica Sr,Olímpia,Salário a combinar,1,2019-09-27,Sênior,O que buscamos num profissionalNeste cenário de crescimento sustentável buscamos talentos para enfrentar os desafios do setor que tenham atitude sejam engajados e saibam estabelecer parcerias na busca pela excelência.A Tereos acredita que todos os profissionais podem contribuir com o crescimento do grupo. Por isso pessoas com deficiência são bemvindas a nossa empresa.Que desafio temos para vocêEstamos em busca de um/a Analista de Inteligência Analítica Sr para atuar no nosso time de Inteligência Analítica.Quais as responsabilidades* Desenhar arquitetar e analisar soluções para os problemas do negócio* Desenvolver projetos desde a preparação dos dados até a sua utilização pelo cliente final* Realizar tratamento estatístico de dados modelagem preditiva revisão e validação de modelos de rating e scoring* Oferecer apoio matemático ao negócio desenvolvendo algoritmos estatística e probabilidade.Quais os requisitos* Ensino superior completo em áreas correlatas* Necessário ter experiência comprovada em rodar o pipeline de datascience da modelagem dos datasets e datacleaning criação de features seleção de modelos até a implementação do modelos preditivos / prescritivos* Experiência com tratamento estatístico (data mining) e modelagem preditiva machine learning e Data Science* Conhecimento em banco de dados: SQL (Postgre) / Oracle etc bem como ferramentas de BI / Visualização:Tableau QLikSense Matplotlib Seaborn etc* Conhecimento avançado de linguagens de programação estatística e de pacotes de Data Science: R e/ou Python* Experiência com métodos ágeis ex.: Scrum* Desejável inglês intermediário.Qual localidadeOlímpia SP,Tereos,Há 3 dias,Estatístico
v1914361,Auxiliar Administrativo - Pessoa com Deficiência,Brasília,R$ 1.000 a R$ 1.600,1,2019-09-27,Auxiliar/Operacional,Atender ao público interno e externo – presencial e telefônicoArquivar documentosDigitar e elaborar relatórios e estatísticas diversasTramitar os processos internos e Atender e dar suporte aos assuntos acadêmicos.,Centro de Ensino Unificado do Distrito Federal,Há 2 dias,Estatístico
v1918393,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,5,2019-09-27,Sênior,Mestres e Doutores em: Matemática Aplicada Estatística e áreas afinsComo utilizar métodos analíticos para gerar vantagem competitiva em uma organização inserida em um ambiente altamente competitivo Conhecimento técnico: Capacitado em técnicas e ferramentas para o tratamento de grande volumes de dados. Ferramentas Estatística (SAS SQL R SPSS Stata)Carga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação.R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação.  Local: Osasco SP,IEL /SP - Inova Talentos,07/08/2019,Estatístico
v1953176,Estagiário -  QHSE,Rio de Janeiro,Salário a combinar,1,2019-09-27,Estágio,Prérequisito necessário:*Cursando:Engenharia (Produção Química Mecânica Naval ou Ambiental).*A partir do 4º período e com disponibilidade mínima de 1 ano para estagiar.*Disponibilidade de 6 horas/diárias (horário comercial).*Desejável conhecimento em dados estatísticos e elaboração de apresentações.*Inglês Fluente.Atividades da área:Implementação/Manutenção do sistema de gestão HSE dos PLSVs Skandis.Atividades do estagiário:O estagiário trabalhará sob mentoria dos Eng. HSE da equipe interfaciando com os times dos projetos PLSVs Skandis. Atuará como na gestão das ferramentas programas e procedimentos de HSE nos PLSVs Skandis assim como registro e análise de dados estatísticos referentes ao desempenho HSE.   Local de Trabalho: Cidade Nova.,TechnipFMC,05/09/2019,Estatístico
v1961161,Especialista de Planejamento de Demanda (Temporário),São Paulo,Salário a combinar,1,2019-09-27,Pleno,Descrição:Garantir um plano de demanda e previsão com alta qualidade para a Região Sul da América Latina através do trabalho ativo e interação com a equipe de Marketing e Vendas.Executar e garantir processos de planejamento de demanda e enriquecimento com dados de atividades de mercado informações de novos produtos e informações de clientes mensal e semanalmente.Fornece informações por meio do uso de ferramentas de estatísticas considerando dados históricos tendências e sazonalidades.Requisitos:Ter formação completa em administração engenharia estatística ou economiaInglês e Espanhol Microsoft Office (proficiente em Excel)Conhecimentos com  SAP / APOExperiência em planejamento de demandaConhecimento desejável em Supply Chain Vendas Marketing Ciclo de vida do produto.,Adecco,19/09/2019,Estatístico
v1953261,Analista Pleno - Controle Derivativos,São Paulo,Salário a combinar,1,2019-09-27,Pleno,PRINCIPAIS ATIVIDADES:  Controle e acompanhamento de operações de derivativos realizadas pela mesa de operações. Input de operações de derivativos nos legados internos e externos. Rodar planilhas eletrônicas para comparativos de resultados. Rodar planilhas eletrônicas para gerar estatísticas para a gerência. Rodar planilhas eletrônicas de cálculo a mercado para os produtos de derivativos (SwapNDFOpçõesCOE) Atendimento a clientes externos com envios de relatórios e cálculos de resultados operacionais. Conferência de contratos de derivativos. REQUISITOS:  Noções de input de operações no Cetip. Conhecimento de Excel avançado com VBA. Conhecimento de matemática financeira. Conhecimento de produtos de derivativos. Conhecimento de marcação a mercado. Formação Administração / Economia / Matemática / Engenharia / Estatística,BANCO ABC,05/09/2019,Estatístico
v1964357,Analista de Riscos Pleno - DBM,São Paulo,Salário a combinar,1,2019-09-27,Pleno,Descrição da área:A área de Riscos e Politicas é responsável pela concessão de credito gestão de carteira e modelagem estatística para os produtos de cartão de credito e CDC da Porto Seguro. Prérequisitos:Superior completo em Matemática Estatística Engenharia ou correlatasConhecimento programação em SAS SQL e PythonExperiência com mineração de dadosCapacidade analítica  Principais atividades:Transformar dados brutos em informação útil ao negócioColetar organizar e analisar os dados sobre o comportamento das pessoas clientes e prospects que pode contribuir para várias ações dentro da empresa como por exemplo risco de inadimplência taxa de aceitação ou utilização todos os pontos dentro do ciclo de vida do clienteDeve através dos dados propor estratégias de transformação do produtoIrá utilizar ferramentas de Analytics como SAS SQL e Phyton através do uso de Big Data e deverá construir modelos estatísticos tradicionais ou machine learning / inteligência artificialÉ responsável por análises micro e macroscópicas do mercado a fim de otimizar a gestão dos negócios deve encontrar padrões e melhores práticas de desenvolvimento além de identificar bases de dados que serão fontes de informação para o crescimento da empresa. Oferecemos:Remuneração fixa VRVAAssistência MédicaParticipação nos LucrosPrevidência PrivadaAuxílio CrecheSeguro de VidaBolsas de Estudos,Porto Seguro,Há 3 dias,Estatístico
v1960634,Analista de Modelagem Júnior,São Paulo,Salário a combinar,1,2019-09-27,Júnior/Trainee,Na Recovery o Analista de Modelagem Junior será responsável por desenvolver modelos estatísticos para definição da estratégia de cobrança da Recovery O que seria bacana você ter e conhecer:Graduação: Cursos de exatas (Estatística Matemática Física Economia Ciência da Computação Engenharias ou áreas afins) O que você terá que fazer:Estudo de segmentações de públicos para modelos estatísticosParticipar de todas as etapas da modelagem estatística (extração de base criação de variáveis definições de variáveis respostas/explicativas desenvolvimento da equação testes de acurácia)Backtest de modelos previamente desenvolvidos (internos/externos) para busca de melhoria de performanceAcompanhamento de aderência dos modelos (relatórios de MIS)Manipulação de bases de dadosProgramação em SAS/SQL/Python/R           Para fechar com chave de ouro: Vontade de aprenderDinamismoPensamento “fora da caixa”Proatividade Boa capacidade na resolução de problemasRaciocínio analítico e computacional Quer saber o que temos de mais legal por aqui Dá uma olhada!Incentivamos nossa galera a buscar conhecimento sempre por isso temos um Programa de Incentivo à Educação que pode bancar parte dos estudos de quem tiver interesseUm dos momentos mais importantes na vida de uma pessoa é o nascimento do seu filho. Pensando nisso a Recovery oferece para as mamães a licençamaternidade estendida de 6 meses e para os papais a possibilidade de ficar 20 dias com a família em licençapaternidadeEstimulamos que o nosso time esteja sempre em movimento para isso temos por aqui o GymPass e Ginástica Laboral no escritórioGostamos de comemorar nosso desempenho e um dos nossos lemas é celebrar os bons momentos. Encontramos a melhor forma de fazer isso: Happy Hour com a galera no escritórioEstamos no coração de São Paulo a Avenida Paulista é a nossa casa. Quer ser parte do nosso time Vem #todosjuntos fazemos a diferença!,Grupo Recovery,18/09/2019,Estatístico
v1962332,Estagiário de Gestão de Riscos,São Paulo,R$ 1.372 a R$ 1.509,1,2019-09-27,Estágio,ESTAGIÁRIO DE GESTÃO DE RISCOSAtribuições do Cargo:Consolidação de dados das análises de riscos acompanhamento de indicadores e montagem de apresentações. Manutenção das informações no sistema Siclope.Interação com as áreas de controles internos e auditória interna. Apoio no desenvolvimento do Programa PERTO (análise de leis procedimentos normas matriz e fichas de riscos por função).Prérequisitos:Cursando o penúltimo/último ano do ensino superior em Administração Estatística ou Engenharia.Informática Inglês.Conhecimentos específicos:Planilhas tratamento estatístico de dados tabelas e gráficos dinâmicos matemática financeira apresentações desejável automação de dados.Horário de Trabalho das 09:00h às 16:00h.VR VT AO Seguro de vida.Empresa localizada na região do Jaguaré (Zona Oeste).,Solví Corporativo,Há 7 dias,Estatístico
v1911451,Analista de Inteligência de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-27,Pleno,DESCRIÇÃOAtuar na interface entre a área de negócios e cientistas de dados para auxiliar no desenvolvimento de estratégias segmentadas para otimização do valor da base de clientes.Análise e discussão das estratégias de segmentação e das campanhas.Criação e análise de KPIs para monitorar a performance do programa e contribuir com o desenvolvimento de ações de marketing que potencializem as oportunidades de retenção de clientes e expansão do programa assim como mensurar a rentabilização do programa.Aplicação de inteligência analítica em negócios.Formular e analisar hipóteses que ajudem na tomada de decisões estratégicas.Dar suporte às ações de planejamento e gestão de resultados com a finalidade de garantir a rentabilidade sustentabilidade e crescimento dos negócios. Auxiliar no desenvolvimento e mensuração de Testes A/B e na modelagem das análises estatísticas do programa. PRÉREQUISITOS Formação superior completa em Estatística Engenharia Ciência da computação e afins. Experiência com inteligência analítica aplicada a campanhas de aquisição de clientes retenção ou criação de estratégias ou ofertas personalizadas Raciocínio analítico Domínio do Pacote Office e conhecimento avançado de Excel Disponibilidade para viagens Nível mínimo do idioma Inglês: intermediário DESEJÁVEL Habilidade de Comunicação Conhecimento de Microstrategy (ferramenta de Business Intelligence BI) Experiência com criação de indicadores de performance ou criação de modelos de propensão Conhecimento em estatística Desejável conhecimento de marketing estratégico e experiência em varejo Experiência com gestão de base de clientes,Ipiranga Produtos de Petróleo S/A,29/08/2019,Estatístico
