idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli
v1943684,Consultor Data Science - Júnior,São Paulo,Salário a combinar,1,2019-09-02,Júnior/Trainee,Funções:          Tratamento estatístico de dados (data mining).          Modelagem preditiva mediante técnicas de machine learning e data science          Modelagem de eventos temporais (séries temporais modelos ARIMA).          Desenvolvimento de modelos de simulação (Monte Carlo).          Revisão e validação de modelos de rating e scoring RAROC e parâmetros de risco.          Apoio matemático ao negócio: desenvolvimento de algoritmos estatística e probabilidade.          Projetos de I+D (Pesquisa e desenvolvimento).  Requisitos:         Estudantes com formação em Julho de 2019 nos cursos: Matemática Física Estatística Engenharia ou outros estudos com forte componente quantitativo.         Também valorizamos conhecimento de técnicas de modelagem (logit GLM séries temporais árvores de decisão clustering etc.) linguagens de programação estatística (SAS R Python Matlab etc) e ferramentas de plataformas de Big Data (Hadoop MongoDB Cassandra Pig Hive etc.)          Valorizamos a realização de estudos específicos de pósgraduação em especial Data Science Finanças Quantitativas ou similar         Alto nível de inglês e conhecimento de outros idiomas.         Disponibilidade para viajar.Outros aspectos: sólida trajetória acadêmica dinamismo vontade de superação capacidade de trabalho Maturidade responsabilidade e facilidade de integração em equipes de trabalho multidisciplinar.Vaga disponível para PCD's,MANAGEMENT SOLUTIONS,20/08/2019
v1945123,Analista de Planejamento e Analytics,Fortaleza,Salário a combinar,1,2019-09-02,Pleno,REQUISITOSEnsino superior completo em Estatística Engenharias Economia Administração Ciência ou Engenharia da Computação e afinsConhecimento em Alteryx R Python Tableau e Power BI serão diferenciais.Informática Avançada. ATIVIDADESRealizar análises de performance operacionalColaborar na construção de testes piloto x controle para aprimoramento das políticas de cobrançaTrabalhar com banco de dadosElaborar M.I.S operacionais e gerenciaisAtuar como suporte na construção de modelos estatísticos e estratégiasEntre outras atividades.,Fortbrasil,22/08/2019
v1945989,Analista de Planejamento de Materiais,Manaus,R$ 3.000 a R$ 4.000,1,2019-09-02,Pleno,Grande Indústria Distribuidora de Energia localizada em Manaus/AM busca profissional para ocupar a posição de Planejador de Materiais (TEMPORÁRIO COM CHANCES DE EFETIVAÇÃO). Formação em Superior Completo em Administração ou Logística Experiência na área de planejamento de estoques Conhecimento em conceitos como classificação ABC PQR XYZ 123 e Estatística (Estatística Descritiva Inferência e modelos de previsão) Conhecimento em indicadores de estoque (Giro Cobertura de Estoque e Nível de Serviço). Domínio no Pacote Office Excel avançado Residir em Manaus.,Luandre,23/08/2019
v1946337,Cientista de Dados (Vaga para Maringá - PR),Maringá,Salário a combinar,1,2019-09-02,Sênior,ATIVIDADES:Mineração e análise de grande volume de dados com o objetivo de prover informações estratégicas para a instituiçãoUtilização de dados para propor melhorias de processos e novos produtosDesenvolvimento de algoritmos de prediçãoTrabalhar em conjunto com outras áreas da empresa e propor soluções.FORMAÇÃO:Curso superior completo em Estatística Economia Tecnologia da Informação Engenharia MatemáticaCONHECIMENTOS TÉCNICOS NECESSÁRIOS:Python / R / SQL avançadosEstatísticaBig Data BI Machine Learning e  IAConhecimento Contábil e Sistema FinanceiroExperiência na área.,Sicoob Central Unicoob,23/08/2019
v1946164,Analista de Prevenção a Fraude Pleno,Rio de Janeiro,Salário a combinar,1,2019-09-02,Pleno,Principais responsabilidades:Elaborar estudos e modelos estatísticos com o objetivo de identificar vendas que tenha alta probabilidade de serem fraudulentasPropor regras de procedimentos de avaliação de riscoGerenciar o sistema de regras antifraude sendo responsável pela inclusão alteração e desativação de regras Propor melhorias no sistema antifraude garantindo a constante aderência á evolução do mercado bem como aos processos internos. Requisitos:Superior Completo em Estatística ou áreas correlatasPacote Office Avançado (será testado) Local de trabalho: Barra da TijucaOferecemos salário compatível com o mercado política de benefícios atrativa e oportunidade de crescimento.,Wooza Telecom,23/08/2019
v1918393,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,5,2019-09-02,Sênior,Mestres e Doutores em: Matemática Aplicada Estatística e áreas afinsComo utilizar métodos analíticos para gerar vantagem competitiva em uma organização inserida em um ambiente altamente competitivo Conhecimento técnico: Capacitado em técnicas e ferramentas para o tratamento de grande volumes de dados. Ferramentas Estatística (SAS SQL R SPSS Stata)Carga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação.R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação.  Local: Osasco SP,IEL /SP - Inova Talentos,07/08/2019
v1939154,Analista de Revenue Assurance Jr,São Paulo,Salário a combinar,1,2019-09-02,Júnior/Trainee,ATIVIDADES E RESPONSABILIDADES Atendimento a requisitos de faturamento e reconhecimento de receita Auxílio ao desenvolvimento e implementação de testes na cadeia de receita Análise e diagnósticos das inconsistências encontradas Elaboração de indicadores de monitoramento da receita Auxiliar na elaboração de solicitações de auditoria e projetos conforme necessário Efetuar análises e estudos utilizando ferramentas estatísticas Gerar e analisar indicadores da área transformando dados para auxiliar na decisões de negócios. FORMAÇÃO ACADÊMICA NECESSÁRIAEnsino Superior em Contabilidade Administração Economia Estatística ou áreas correlatas.CONHECIMENTOS ESPECÍFICOSConhecimento em Pacote Office intermediário e SQL/SAS básico.HORÁRIO DE TRABALHO Segunda a Sextafeira.LOCAL DE ATUAÇÃOSão Paulo/SP.,Kroton Educacional,12/08/2019
v1911451,Analista de Inteligência de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-02,Pleno,DESCRIÇÃOAtuar na interface entre a área de negócios e cientistas de dados para auxiliar no desenvolvimento de estratégias segmentadas para otimização do valor da base de clientes.Análise e discussão das estratégias de segmentação e das campanhas.Criação e análise de KPIs para monitorar a performance do programa e contribuir com o desenvolvimento de ações de marketing que potencializem as oportunidades de retenção de clientes e expansão do programa assim como mensurar a rentabilização do programa.Aplicação de inteligência analítica em negócios.Formular e analisar hipóteses que ajudem na tomada de decisões estratégicas.Dar suporte às ações de planejamento e gestão de resultados com a finalidade de garantir a rentabilidade sustentabilidade e crescimento dos negócios. Auxiliar no desenvolvimento e mensuração de Testes A/B e na modelagem das análises estatísticas do programa. PRÉREQUISITOS Formação superior completa em Estatística Engenharia Ciência da computação e afins. Experiência com inteligência analítica aplicada a campanhas de aquisição de clientes retenção ou criação de estratégias ou ofertas personalizadas Raciocínio analítico Domínio do Pacote Office e conhecimento avançado de Excel Disponibilidade para viagens Nível mínimo do idioma Inglês: intermediário DESEJÁVEL Habilidade de Comunicação Conhecimento de Microstrategy (ferramenta de Business Intelligence BI) Experiência com criação de indicadores de performance ou criação de modelos de propensão Conhecimento em estatística Desejável conhecimento de marketing estratégico e experiência em varejo Experiência com gestão de base de clientes,Ipiranga Produtos de Petróleo S/A,Há 4 dias
v1941288,Analista de Produtos Pleno,São Paulo,Salário a combinar,1,2019-09-02,Pleno,** TODAS AS NOSSAS POSIÇÕES TAMBÉM SÃO DESTINADAS A PESSOAS COM DEFICIÊNCIA** Responsável por elaborar e fazer a gestão da precificação dos produtos relacionados aos Riscos Patrimoniais com foco no aumento da produção e a rentabilidade da companhia através da seleção dos melhores riscos da otimização do prêmio a ser cobrado da fidelização dos clientes com as melhores margens e do monitoramento dos indicadores de desempenho internos (relatórios estatísticos) e externos (análises de mercado). ATIVIDADES:Gestão da TarifaDesenvolvimento de estudos e análises para avaliação (e implantação) de produtos em relação ao mercadoElaboração e desenvolvimento de relatórios gerenciais e dashboardsGestão e utilização de informações disponíveis nas bases de dados de negócioOrganização e consolidação de dadosCriação de KPI's (Key Performance Indicator)Análise de relatórios e identificação de oportunidades de negócios alinhados com a estratégia do GrupoAnálise de padrões de comportamento tendências simulações de cenários e revisõesModelagem REQUISITOS: Atuação no Mercado Segurador sobretudo nos ramos PatrimoniaisSuperior Completo em exatas: desejável Administração Engenharia Matemática ou EstatísticaPacote Office: Excel e Access avançadosSAS (programação mandatória)SAS Miner (desejável)Conhecimento em estatística extração e mineração (tratamento de base de dados e informações). BENEFÍCIOS:ValeRefeição Vale Alimentação ValeTransporte Assistência Médica Assistência Odontológica Seguro de Vida Seguro Decessos Previdência Privada Participação nos Lucros e Resultados Auxílio Creche / Babá Treinamentos Internos e Capacitações.,BRASILSEG,14/08/2019
v1939368,Analista de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-02,Pleno,MISSÃO: Responsável por participar da consistência e validação de informações geradas pelos diversos sistemas legados e o Sislíder bem como dos paineis gerados pelo BI controlando e analisando a consistência de dados. Analisar diversas fontes de dados extraindo informações para guiar ações e medir resultados.  PRINCIPAIS RESPONSABILIDADES: Tratar bases de dados necessários à produção de informações oficiais do SeguroEstruturar o acesso às informações institucionais externas e internas de forma ágil e amigávelAnalisar a base de dados utilizada pela Gerência de Estudos Atuariais e Estatisticas (confiabilidade dos dados)Realizar pesquisas para identificação de oportunidades e desenvolvimento de soluções para melhoria resultados e incremento da tecnologia aplicada na área para divulgação e consolidação das informações oficiais Conhecimentos:  Utilização da software estatístico SAS Excel avançado e PowerBi nas rotinas e projetos da área Conhecimento do PowerBI,SEGURADORA LIDER,12/08/2019
v1939283,Pesquisador,Iracemápolis,Salário a combinar,1,2019-09-02,Júnior/Trainee,O que irei fazerPlanejar implementar e conduzir ensaios de pesquisa e desenvolvimento de fertilizantes de estimulantes e de produtos biológicos em campo casa de vegetação e/ou laboratório dentro e fora do centro de pesquisa gerando resultados e relatórios que auxiliam na tomada de decisão sobre o desenvolvimento do produto de nutrição vegetal fisiológicos e biológicos.Formação: Engenharia Agronômica ou Agronomia Mestrado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia. Desejável doutorado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia.Experiência comprovada em desenvolvimento de pesquisa agrícola com amplo conhecimento em experimentação agrícola. Conhecimento em estatística.Conhecimento desejável do mercado de fertilizantes foliares e especiais. Experiência com pesquisa a campo na cultura do milho e/ou soja.Informática: Pacote Office programas de estatística (ex. Minitab) Idioma: Inglês avançadoLocal de trabalho: Iracemápolis / SP,Confidencial,12/08/2019
v1944940,Estagiário de Business Intelligence,Rio de Janeiro,Salário a combinar,2,2019-09-02,Estágio,Principais atividades:Acompanhar os resultados de ações com base em métricasApoiar na captação e estruturação de dadosAuxiliar na criação de KPI’s. Requisitos:Superior Cursando – Tecnologia da Informação ou áreas correlatas Interesse em estatística e métricasDesejável conhecimento em SQL. Local de trabalho: Barra da Tijuca/RJ,Wooza Telecom,21/08/2019
v1942102,Analista Garantia Qualidade Pl (RPP) - Vaga Temporária,Hortolândia,Salário a combinar,1,2019-09-02,Pleno,Vaga temporária Cobrir licença maternidade Requisitos:Conhecimento em RPP (Revisão Periódica de Produto)Conhecimento em EstatísticaVivência com Boas práticas de FabricaçãoConhecimento em Legislação Nacional e InternacionalConhecimento SAPExcel Avançado O profissional será responsável pelas rotinas de Revisão Periódica de produto,EMS,16/08/2019
v1946293,Geólogo Pleno,Santa Bárbara,Salário a combinar,1,2019-09-02,Pleno,Prérequisitos obrigatórios Graduação em Geologia ou Engenharia GeológicaExperiência em análise geo estatística avaliação de recursos e modelagem geológicaInglês intermediário/avançadoConhecimento dos softwares Data mine Leapfrog e Isatis DiferencialMestrado em geoestatística Conhecimento em rotinas de QA/QCConhecimento de scripts,AngloGold Ashanti,23/08/2019
v1896294,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,2,2019-09-02,Pleno,Empresa do segmento financeiro com premiação em 1º lugar em inovação em seu ramo de atividade e 5ª no ranking geral de empresas brasileiras está com 10 oportunidades para MESTRES e/ou DOUTORES para atuação em um projeto de Pesquisa e Inovação. Doutores e mestres capacitados em modelos estatísticos avançados e análise de grande volume de dados para aplicação em projetos de modelagem PERFIS: Experiência com modelos estatísticos Análise exploratória de dados e manipulação de base de dados Raciocínio lógico e analíticoDesejável: Conhecimentos em banco de dados Conhecimentos em linguagem de programação como: R Python SAS SQLCarga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação. R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação. Local: Osasco SP,IEL /SP - Inova Talentos,05/08/2019
v1924771,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,1,2019-09-02,Sênior,Mestres com interesse em atuar com manipulação de dados e modelagemDESAFIO: Pensando numa área comercial que tem como foco gerar negócios como a estruturação e uso de dados pode contribuir para os processos de gestão gerar novas oportunidades (ou até mesmos correção de rumo) otimizando os resultados Conhecimento técnico:Conhecimentos avançados em manipulação de dados e base estatística/ matemática.Conhecimento na utilização de algoritmos para geração de análises e negócios.Conhecimento desejável em softwares de BI como Tableau MicroStrategy Power BI.Experiência em softwares estatísticos como SPSS SAS.Atividades:1. Revisão / Otimização dos processos da área2. Estruturação de dados3. Criação de BI’s4. Criação de Dashboards e Indicadores de ResultadosCarga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação. Local: Osasco SP,IEL /SP - Inova Talentos,19/08/2019
v1897434,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,19,2019-09-02,Pleno,Empresa do segmento financeiro com premiação em 1º lugar em inovação em seu ramo de atividade e 5ª no ranking geral de empresas brasileiras está com 19 oportunidades para MESTRES e/ou DOUTORES para atuação em um projeto de Pesquisa e Inovação. Doutores e mestres capacitados em modelos estatísticos avançados análise de grande volume de dados e programação para aplicação em projetos de inovação PERFIS: Experiência com modelos estatísticos Análise exploratória de dados e manipulação de base de dados Raciocínio lógico e analíticoDesejável: Conhecimentos em banco de dados Conhecimentos em linguagem de programação como: R Python SAS SQL                                                                   Otimização de processosCarga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação. R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação. Local: Osasco SP,IEL /SP - Inova Talentos,11/07/2019
