idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli
v1943791,Analista de Modelagem Sênior,Rio de Janeiro,Salário a combinar,1,2019-08-29,Sênior,Prérequisito:Graduação em Estatística Matemática Atuária ou Engenharia.Experiência com Bancos de DadosDomínio dos indicadores de performance de carteira e indicadores de performance de modelos estatísticos (árvore de decisão e regressão logística) de scoring.Vivência com ferramenta SAS e Modelos de segmentação Excel Avançado Programação SAS ou SQL.Necessário experiência com Modelagem.Atividades:Elaborar/acompanhar modelos estatísticos de risco oportunidade e perfil para operadora de saúdeGerar Leads para açõesOtimizar política de retenção e fidelizaçãoTratar as bases de dados e compilar informações. Oferecemos: Salário compatível com o mercado + benefícios.,Confidencial,20/08/2019
v1946843,Cientista de Dados,Distrito Federal,Salário a combinar,1,2019-08-29,Sênior,Conhecimentos: Conhecimentos avançados em Data Mining Conhecimento avançado de SQL Conhecimento e experiência no desenvolvimetno de modelos utilizando algoritmos de Machine Learning Regressão logísticaÁrvore de decisão KNN Random Forests Técnicas resampling Validação de Performance de Modelos Domínio de um pacote estatístico R ou Python ou SASVisualização de Dados Será um diferencial:  Conhecimento de SAS enterprise Miner – Reiforcement Learning Redes Neurais autoregressivas e Modelos Bayesianos – Experiência em estatística aplicada à serviços financeiros (Banking)Atividades a serem Desenvolvidas:Análise exploratória dos dadosImplantação e desenvolvimento de modelos estatísticos Validação de performance dos modelos,Vert Soluções em TIC,Há 3 dias
v1946961,Analista de Modelagem Pleno,Barueri,Salário a combinar,1,2019-08-29,Pleno,Horário: das 8h00 às 17:00 (2ª à 6ª feira) O que a área faz:Através de dados estudos análises e raciocínio sistêmico a área de Analytics e Modelagem Estatística auxilia na tomada de decisão do negócio buscando impactar na lucratividade da companhia. O que você precisa ter:Superior completo em Estatística (ou áreas afins) e Inglês básico para leitura. Também buscamos pessoas que tenham conhecimento em SAS SQL e em outras ferramentas de manipulação de banco de dados ou software estatístico. O que você irá entregar:Estudos/hipóteses a partir da análise de dados apoiar nas atividades de homologação e manipulação dessa base criar modelos estatísticos realizar a manutenção dos modelos existentes desenvolver apresentações executivas e realizar pesquisas a respeito de outras técnicas e metodologias em modelagem/ analytics e suas respectivas aplicações. O que nós oferecemos:Vale Transporte Vale Refeição Vale Alimentação participação nos lucros da empresa auxílio creche e babá para os seus filhos assistência médica e odontológica desconto em academias pelo Gympass descontos exclusivos em produtos da seguradora café da manhã e um salário compatível com o mercado.,Bradesco Seguros,Há 3 dias
v1887851,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,3,2019-08-29,Sênior,Mestres com interesse em atuar com novos modelos estatísticos Conhecimento técnico: Capacitado em modelos estatísticos avançados e na análise de grandes volumes de dados. Conhecimento em linguagem de programaçãoPreferencia para quem atuou com SQL ou SASCarga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação. Local: Osasco SP,IEL /SP - Inova Talentos,11/07/2019
v1935530,Atuário Sênior,São Paulo,R$ 8.000,1,2019-08-29,Sênior,Atividades a serem desenvolvidasGeração de bases de dados utilizando modelos estatísticosSuporte a demais analistas quanto a programação e geração de informaçãoDesenvolvimentos de indicadores para a diretoria e presidênciaParticipação nos projetos do departamento incluindo especificações técnicas para a área de sistemasDar suporte a Gerência Técnica em treinamentosDesenvolvimento de Estudos técnicos de aderênciaSimulação de cenários e projeção de resultados das carteiras dos produtos que atuamos.Competências e experiências desejadasProfundo conhecimento de analises e checagem de bases de dadosConhecimento nos sistemas SPSS SQL Power BI e VBA avançados (nivel programador).Excel avançado (será aplicado teste prático)Conhecimento avançado em Power PointConhecimento em projeção financeiras e estatísticasDesejável vivencia no ramo da SaúdeGraduação em Estatística Ciências Atuariais Matemática ou áreas correlatas. Oferecemos:Convênio com faculdades.,Qualicorp São Paulo,05/08/2019
v1940054,Analista de Cadastros (Temporário),Minas Gerais,Salário a combinar,1,2019-08-29,Júnior/Trainee,Requisitos:Formação superior completa em Estatística Geografia Administração ou áreas afinsNecessário experiência com gestão de cadastros gestão de informações georeferenciadas geração de mapas gerenciamento de dados de múltiplas fontes e baseVivência no desenvolvimento e monitoramento de indicadores socioeconômicosVivência com gestão georadar de pessoas animais e espaçoDesejável conhecimento em Direitos Humanos para emergênciasCapacidade de lidar com tratamento de dados por meio de softwares estatísticosDomínio do pacote Office.,Confidencial,13/08/2019
v1938704,Coordenador de Data Science,Rio de Janeiro,Salário a combinar,1,2019-08-29,Supervisão/Coordenação,"Atribuições do cargo/ dia a dia da função: Estruturar a coordenação de Data Science (Equipe ferramentas e processos) Coordenar equipe Relacionar e analisar dados usando técnicas estatísticas desenvolvendo modelos implementando soluções de apoio às áreas de negócio Reconhecimento das ""Gap analisys"" do negócio Contribuição aos engenheiros de dados (DW) na construção de novas visões dos bancos Geração de ""insights"" para a empresa através da mastigação dos dados. Conhecimentos específicos/ experiência:  Conhecimento em Marketing Digital (pós graduação). Sólida experiência em técnicas de Mining e Machine learning com aplicações práticas no mundo digital. Sólidos conhecimentos em Data Mining e modelagem estatística (RSPSSSAS). Habilidade de trabalhar com grandes volumes de dados (SQL) de diversas fontes (estruturadas ou não). Habilidade de prototipar análises estatísticas modelando algoritmos em soluções ""data drive"". Contato e colaboração e com as demais áreas da empresa (técnicas ou não). Habilidade de analisar criticamente o detalhe das informações sem perder a perspectiva do todo (Big Picture). Hands on goforit ética curiosidade intelectual e capacidade de trabalho em grupo Conhecimento de tecnologia de Big Data e Cloud Computing. Formação superior preferencialmente em Estatística Ciência da Computação e áreas afins. Local de trabalho:Centro Rio de Janeiro",Confidencial,09/08/2019
v1939413,Coordenador de Data Science,Rio de Janeiro,Salário a combinar,1,2019-08-29,Supervisão/Coordenação,"Atribuições do cargo/ dia a dia da função: Estruturar a coordenação de Data Science (Equipe ferramentas e processos) Coordenar equipe Relacionar e analisar dados usando técnicas estatísticas desenvolvendo modelos implementando soluções de apoio às áreas de negócio Reconhecimento das ""Gap analisys"" do negócio Contribuição aos engenheiros de dados (DW) na construção de novas visões dos bancos Geração de ""insights"" para a empresa através da mastigação dos dados. Conhecimentos específicos/ experiência:  Conhecimento em Marketing Digital (pós graduação). Sólida experiência em técnicas de Mining e Machine learning com aplicações práticas no mundo digital. Sólidos conhecimentos em Data Mining e modelagem estatística (RSPSSSAS). Habilidade de trabalhar com grandes volumes de dados (SQL) de diversas fontes (estruturadas ou não). Habilidade de prototipar análises estatísticas modelando algoritmos em soluções ""data drive"". Contato e colaboração e com as demais áreas da empresa (técnicas ou não). Habilidade de analisar criticamente o detalhe das informações sem perder a perspectiva do todo (Big Picture). Hands on goforit ética curiosidade intelectual e capacidade de trabalho em grupo Conhecimento de tecnologia de Big Data e Cloud Computing. Formação superior preferencialmente em Estatística Ciência da Computação e áreas afins. Local de trabalho:Centro Rio de Janeiro",Confidencial,12/08/2019
v1943684,Consultor Data Science - Júnior,São Paulo,Salário a combinar,1,2019-08-29,Júnior/Trainee,Funções:          Tratamento estatístico de dados (data mining).          Modelagem preditiva mediante técnicas de machine learning e data science          Modelagem de eventos temporais (séries temporais modelos ARIMA).          Desenvolvimento de modelos de simulação (Monte Carlo).          Revisão e validação de modelos de rating e scoring RAROC e parâmetros de risco.          Apoio matemático ao negócio: desenvolvimento de algoritmos estatística e probabilidade.          Projetos de I+D (Pesquisa e desenvolvimento).  Requisitos:         Estudantes com formação em Julho de 2019 nos cursos: Matemática Física Estatística Engenharia ou outros estudos com forte componente quantitativo.         Também valorizamos conhecimento de técnicas de modelagem (logit GLM séries temporais árvores de decisão clustering etc.) linguagens de programação estatística (SAS R Python Matlab etc) e ferramentas de plataformas de Big Data (Hadoop MongoDB Cassandra Pig Hive etc.)          Valorizamos a realização de estudos específicos de pósgraduação em especial Data Science Finanças Quantitativas ou similar         Alto nível de inglês e conhecimento de outros idiomas.         Disponibilidade para viajar.Outros aspectos: sólida trajetória acadêmica dinamismo vontade de superação capacidade de trabalho Maturidade responsabilidade e facilidade de integração em equipes de trabalho multidisciplinar.Vaga disponível para PCD's,MANAGEMENT SOLUTIONS,20/08/2019
v1945123,Analista de Planejamento e Analytics,Fortaleza,Salário a combinar,1,2019-08-29,Pleno,REQUISITOSEnsino superior completo em Estatística Engenharias Economia Administração Ciência ou Engenharia da Computação e afinsConhecimento em Alteryx R Python Tableau e Power BI serão diferenciais.Informática Avançada. ATIVIDADESRealizar análises de performance operacionalColaborar na construção de testes piloto x controle para aprimoramento das políticas de cobrançaTrabalhar com banco de dadosElaborar M.I.S operacionais e gerenciaisAtuar como suporte na construção de modelos estatísticos e estratégiasEntre outras atividades.,Fortbrasil,Há 7 dias
v1945989,Analista de Planejamento de Materiais,Manaus,R$ 3.000 a R$ 4.000,1,2019-08-29,Pleno,Grande Indústria Distribuidora de Energia localizada em Manaus/AM busca profissional para ocupar a posição de Planejador de Materiais (TEMPORÁRIO COM CHANCES DE EFETIVAÇÃO). Formação em Superior Completo em Administração ou Logística Experiência na área de planejamento de estoques Conhecimento em conceitos como classificação ABC PQR XYZ 123 e Estatística (Estatística Descritiva Inferência e modelos de previsão) Conhecimento em indicadores de estoque (Giro Cobertura de Estoque e Nível de Serviço). Domínio no Pacote Office Excel avançado Residir em Manaus.,Luandre,Há 6 dias
v1934085,Analista de Sucesso do Cliente,Duque de Caxias,Salário a combinar,1,2019-08-29,Júnior/Trainee,* Requisitos: Ensino superior completo em Matemática Estatística Engenharia de Produção Administração ou áreas afins  Experiência e certificação sobre ferramente Power BI e Hubsopt Domínio do sistema ERP e CRM Domínio da matemática e indicadores Domínio Pacote Office (Word Excel Power point). * Atividades/Atribuições: Operar o sistema CRM Analisas e avaliar dados para subsidiar a construção de estratégias Elaboração de controle  e análises de indicadores Pesquisas estatísticas Acompanhamento e desenvolvimento de projetos e processos Aplicação de métodos quantitativas.,Unigranrio,02/08/2019
v1946337,Cientista de Dados (Vaga para Maringá - PR),Maringá,Salário a combinar,1,2019-08-29,Sênior,ATIVIDADES:Mineração e análise de grande volume de dados com o objetivo de prover informações estratégicas para a instituiçãoUtilização de dados para propor melhorias de processos e novos produtosDesenvolvimento de algoritmos de prediçãoTrabalhar em conjunto com outras áreas da empresa e propor soluções.FORMAÇÃO:Curso superior completo em Estatística Economia Tecnologia da Informação Engenharia MatemáticaCONHECIMENTOS TÉCNICOS NECESSÁRIOS:Python / R / SQL avançadosEstatísticaBig Data BI Machine Learning e  IAConhecimento Contábil e Sistema FinanceiroExperiência na área.,Sicoob Central Unicoob,Há 6 dias
v1930426,Analista de Business Intelligence,São Paulo,Salário a combinar,1,2019-08-29,Pleno,Local de trabalho: Brooklin zona sul de São PauloHorário: 8h30 às 18h18Funções:Realizar o desenvolvimento de ETL e atuar na construção de Relatórios e Dashboards utilizando o software de Business Intelligence Microsoft Power BI.Implementar prestar suporte e efetuar manutenção em relatórios desenvolvidos em sua área de atuação. Requisitos:Superior completo em Tecnologia da Informação Economia Administração Finanças Estatística Atuarial ou Marketing.Conhecimentos em estatística matemática ou atuarial. Ter trabalhado em empresas do setor de saúde com sistemas de BI. PowerBI Tableau QlikView ou Microstrategy.,GSC Integradora de Saúde,25/07/2019
v1946164,Analista de Prevenção a Fraude Pleno,Rio de Janeiro,Salário a combinar,1,2019-08-29,Pleno,Principais responsabilidades:Elaborar estudos e modelos estatísticos com o objetivo de identificar vendas que tenha alta probabilidade de serem fraudulentasPropor regras de procedimentos de avaliação de riscoGerenciar o sistema de regras antifraude sendo responsável pela inclusão alteração e desativação de regras Propor melhorias no sistema antifraude garantindo a constante aderência á evolução do mercado bem como aos processos internos. Requisitos:Superior Completo em Estatística ou áreas correlatasPacote Office Avançado (será testado) Local de trabalho: Barra da TijucaOferecemos salário compatível com o mercado política de benefícios atrativa e oportunidade de crescimento.,Wooza Telecom,Há 6 dias
v1933222,Cientista de Dados,São Paulo,Salário a combinar,1,2019-08-29,Sênior,Objetivo Entender as necessidades junto as áreas de negócio Pesquisar e criar modelos estatísticos avançados para análise dos dados utilizando as melhores técnicas Analisar processos obtendo insights relevantes Estar em constante aperfeiçoamento e sempre uptodate com as novas tecnologias Apresentar os resultados de forma clara para toda organizaçãoResponsabilidades Apoiar o desenvolvimento da estratégia de dados da companhia Identificar fontes de dados e conjuntos relevantes para as necessidades de negócios coletar grandes conjuntos de dados e variáveis estruturados e não estruturados Realizar experimentos analíticos metodicamente para ajudar a resolver as questões relevantes causando impacto em todos os domínios e áreas envolvidas Desenvolver e utilizar algoritmos e modelos para atuar com grandes volumes de dados executar análise desses dados a fim de aprimorar os modelos e obter máxima uniformidade e precisão das informações Analisar tendências e padrões com objetivo claro Implementar os modelos analíticos em produção em colaboração com as áreas de TI Propor e implementar processos de melhoria contínua nos modelos disponibilizadosSkill e qualificações Formação em estatística matemática aplicada tecnologia ou áreas correlatas +5 anos de experiência atuando como Cientista de Dados Linguagens de programação para análise e manipulação de dados (Python SAS R e SQL) Data mining matemática e análise estatística para construção de modelos avançados Experiência em modelos preditivos e reconhecimento de padrões Infraestrutura de Big Data (Hadoop MapReduce e Spark) Machine Learning Boa comunicação Inglês avançadoDiferenciais PósGraduação em Big Data Ciência de Dados ou Estatística Conhecimento em Seguros,ALLIANZ SEGUROS,31/07/2019
v1898062,Analista de Dados - BI / Analytics,Niterói,Salário a combinar,1,2019-08-29,Sênior,Prérequisitos: Formação em Estatística Tecnologia da Informação ou Ciência da Computação Pacote Office avançado Fluência em estatística Experiência de programação e familiaridade com sistemas de dados Conhecimentos de Linguagem de Programação em R e SQL Conhecimento de ferramenta de BI Inglês nível avançado para leitura. Principais atribuições: Análise dos resultados quantitativos e qualitativos Definição de plano amostral para estudos Desenvolvimento validação calibração e atualização de modelos preditivos Elaboração de relatórios dashboards e análise de indicadores Elaboração de apresentação para os diferentes níveis de gestão da organização. Local de trabalho: NiteróiSalário + Benefícios: PS+PO+ VT+ TR+ PP+ SVCLT 44 horas semanais,Confidencial,27/05/2019
v1918393,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,5,2019-08-29,Sênior,Mestres e Doutores em: Matemática Aplicada Estatística e áreas afinsComo utilizar métodos analíticos para gerar vantagem competitiva em uma organização inserida em um ambiente altamente competitivo Conhecimento técnico: Capacitado em técnicas e ferramentas para o tratamento de grande volumes de dados. Ferramentas Estatística (SAS SQL R SPSS Stata)Carga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação.R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação.  Local: Osasco SP,IEL /SP - Inova Talentos,07/08/2019
v1927834,Analista de Planejamento de Trafego - Call Center,Belo Horizonte,Salário a combinar,1,2019-08-29,Pleno,Principais atividades:Atuar na construção do projeto de telefonia do Grupo OncoclínicasRealizar o dimensionamento de pessoalSerá responsável pela criação dos indicadores da áreaRealizar a gestão de filas (real time) e dimensionamento das escalas de atendimentoConstrução e análises de relatórios report's operacionais e gestão de KPI'sApoio ao time de gestão na elaboração do plano de ação. Critérios:Formação superior completo em Estatística Ciências Atuariais Ciência da Computação Engenharia e áreas afins.Experiência e habilidade com trafego de call centerNecessário excel/VBA avançadoNecessário experiência em áreas de Contact CenterNecessário conhecimento das principais técnicas estatísticas (teoria das filas)Diferencial Analytics SAS SQL.,Oncoclínicas do Brasil Serviços Médicos,14/08/2019
v1941288,Analista de Produtos Pleno,São Paulo,Salário a combinar,1,2019-08-29,Pleno,** TODAS AS NOSSAS POSIÇÕES TAMBÉM SÃO DESTINADAS A PESSOAS COM DEFICIÊNCIA** Responsável por elaborar e fazer a gestão da precificação dos produtos relacionados aos Riscos Patrimoniais com foco no aumento da produção e a rentabilidade da companhia através da seleção dos melhores riscos da otimização do prêmio a ser cobrado da fidelização dos clientes com as melhores margens e do monitoramento dos indicadores de desempenho internos (relatórios estatísticos) e externos (análises de mercado). ATIVIDADES:Gestão da TarifaDesenvolvimento de estudos e análises para avaliação (e implantação) de produtos em relação ao mercadoElaboração e desenvolvimento de relatórios gerenciais e dashboardsGestão e utilização de informações disponíveis nas bases de dados de negócioOrganização e consolidação de dadosCriação de KPI's (Key Performance Indicator)Análise de relatórios e identificação de oportunidades de negócios alinhados com a estratégia do GrupoAnálise de padrões de comportamento tendências simulações de cenários e revisõesModelagem REQUISITOS: Atuação no Mercado Segurador sobretudo nos ramos PatrimoniaisSuperior Completo em exatas: desejável Administração Engenharia Matemática ou EstatísticaPacote Office: Excel e Access avançadosSAS (programação mandatória)SAS Miner (desejável)Conhecimento em estatística extração e mineração (tratamento de base de dados e informações). BENEFÍCIOS:ValeRefeição Vale Alimentação ValeTransporte Assistência Médica Assistência Odontológica Seguro de Vida Seguro Decessos Previdência Privada Participação nos Lucros e Resultados Auxílio Creche / Babá Treinamentos Internos e Capacitações.,BRASILSEG,14/08/2019
v1939368,Analista de Dados,Rio de Janeiro,Salário a combinar,1,2019-08-29,Pleno,MISSÃO: Responsável por participar da consistência e validação de informações geradas pelos diversos sistemas legados e o Sislíder bem como dos paineis gerados pelo BI controlando e analisando a consistência de dados. Analisar diversas fontes de dados extraindo informações para guiar ações e medir resultados.  PRINCIPAIS RESPONSABILIDADES: Tratar bases de dados necessários à produção de informações oficiais do SeguroEstruturar o acesso às informações institucionais externas e internas de forma ágil e amigávelAnalisar a base de dados utilizada pela Gerência de Estudos Atuariais e Estatisticas (confiabilidade dos dados)Realizar pesquisas para identificação de oportunidades e desenvolvimento de soluções para melhoria resultados e incremento da tecnologia aplicada na área para divulgação e consolidação das informações oficiais Conhecimentos:  Utilização da software estatístico SAS Excel avançado e PowerBi nas rotinas e projetos da área Conhecimento do PowerBI,SEGURADORA LIDER,12/08/2019
v1939283,Pesquisador,Iracemápolis,Salário a combinar,1,2019-08-29,Júnior/Trainee,O que irei fazerPlanejar implementar e conduzir ensaios de pesquisa e desenvolvimento de fertilizantes de estimulantes e de produtos biológicos em campo casa de vegetação e/ou laboratório dentro e fora do centro de pesquisa gerando resultados e relatórios que auxiliam na tomada de decisão sobre o desenvolvimento do produto de nutrição vegetal fisiológicos e biológicos.Formação: Engenharia Agronômica ou Agronomia Mestrado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia. Desejável doutorado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia.Experiência comprovada em desenvolvimento de pesquisa agrícola com amplo conhecimento em experimentação agrícola. Conhecimento em estatística.Conhecimento desejável do mercado de fertilizantes foliares e especiais. Experiência com pesquisa a campo na cultura do milho e/ou soja.Informática: Pacote Office programas de estatística (ex. Minitab) Idioma: Inglês avançadoLocal de trabalho: Iracemápolis / SP,Confidencial,19/08/2019
