idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli
v1949959,Analista Operacional,Canaã dos Carajás,Salário a combinar,1,2019-09-03,Pleno,Principais Requisitos:•             Conhecimento com tratamento estatístico de dados•             Conhecimento na aplicação de softwares estatísticos•             Elaboração e aplicação de PDCA•             Aplicação da metodologia de 6 Sigmas para tratamento de desvios e problemas tratando a causa raiz.Controle operacional de variáveis de processo análise estatística de dados.Acompanhar as operações das Usinas monitorando as variáveis de processo controlando e fazendo as tratativas de desvios e Não conformidadesFazer interface da operação dos turnos com a gestão das UsinasIdentificação de riscos e de melhorias e atuar para a manutenção dos níveis de produtividadeAssessorar o planejamento estratégico da operação de UsinaCoordenar e/ou orientar as ferramentas da qualidade e segurança.Disponibilidade para atuar com revezamento de turno.,Search Consultoria em Recursos Humanos,Há 4 dias
v1946961,Analista de Modelagem Pleno,Barueri,Salário a combinar,1,2019-09-03,Pleno,Horário: das 8h00 às 17:00 (2ª à 6ª feira) O que a área faz:Através de dados estudos análises e raciocínio sistêmico a área de Analytics e Modelagem Estatística auxilia na tomada de decisão do negócio buscando impactar na lucratividade da companhia. O que você precisa ter:Superior completo em Estatística (ou áreas afins) e Inglês básico para leitura. Também buscamos pessoas que tenham conhecimento em SAS SQL e em outras ferramentas de manipulação de banco de dados ou software estatístico. O que você irá entregar:Estudos/hipóteses a partir da análise de dados apoiar nas atividades de homologação e manipulação dessa base criar modelos estatísticos realizar a manutenção dos modelos existentes desenvolver apresentações executivas e realizar pesquisas a respeito de outras técnicas e metodologias em modelagem/ analytics e suas respectivas aplicações. O que nós oferecemos:Vale Transporte Vale Refeição Vale Alimentação participação nos lucros da empresa auxílio creche e babá para os seus filhos assistência médica e odontológica desconto em academias pelo Gympass descontos exclusivos em produtos da seguradora café da manhã e um salário compatível com o mercado.,Bradesco Seguros,26/08/2019
v1935530,Atuário Sênior,São Paulo,R$ 8.000,1,2019-09-03,Sênior,Atividades a serem desenvolvidasGeração de bases de dados utilizando modelos estatísticosSuporte a demais analistas quanto a programação e geração de informaçãoDesenvolvimentos de indicadores para a diretoria e presidênciaParticipação nos projetos do departamento incluindo especificações técnicas para a área de sistemasDar suporte a Gerência Técnica em treinamentosDesenvolvimento de Estudos técnicos de aderênciaSimulação de cenários e projeção de resultados das carteiras dos produtos que atuamos.Competências e experiências desejadasProfundo conhecimento de analises e checagem de bases de dadosConhecimento nos sistemas SPSS SQL Power BI e VBA avançados (nivel programador).Excel avançado (será aplicado teste prático)Conhecimento avançado em Power PointConhecimento em projeção financeiras e estatísticasDesejável vivencia no ramo da SaúdeGraduação em Estatística Ciências Atuariais Matemática ou áreas correlatas. Oferecemos:Convênio com faculdades.,Qualicorp São Paulo,05/08/2019
v1940054,Analista de Cadastros (Temporário),Minas Gerais,Salário a combinar,1,2019-09-03,Júnior/Trainee,Requisitos:Formação superior completa em Estatística Geografia Administração ou áreas afinsNecessário experiência com gestão de cadastros gestão de informações georeferenciadas geração de mapas gerenciamento de dados de múltiplas fontes e baseVivência no desenvolvimento e monitoramento de indicadores socioeconômicosVivência com gestão georadar de pessoas animais e espaçoDesejável conhecimento em Direitos Humanos para emergênciasCapacidade de lidar com tratamento de dados por meio de softwares estatísticosDomínio do pacote Office.,Confidencial,13/08/2019
v1892675,Cientista de Dados,São Paulo,Salário a combinar,1,2019-09-03,Pleno,Requisitos: Linguagens Python ou R Estatística básica: conhecimento sobre médias medianas quartis desvio padrão probabilidade testes estatísticos entre outros conceitos. Aprendizado de máquina: conhecimento dos principais algoritmos quando utilizálos e forma correta de realizar experimentos e engenharia de features. Desejável: SQL Demonstrar experiência com Hadoop e Spark  Demonstrar experiência com bancos de dados NoSQL MongoDB Cassandra Neo4j. Profissional PJ (Prazo indeterminado).Local: Butantã (próximo à USP).,Quantum IT,Há 4 dias
v1943684,Consultor Data Science - Júnior,São Paulo,Salário a combinar,1,2019-09-03,Júnior/Trainee,Funções:          Tratamento estatístico de dados (data mining).          Modelagem preditiva mediante técnicas de machine learning e data science          Modelagem de eventos temporais (séries temporais modelos ARIMA).          Desenvolvimento de modelos de simulação (Monte Carlo).          Revisão e validação de modelos de rating e scoring RAROC e parâmetros de risco.          Apoio matemático ao negócio: desenvolvimento de algoritmos estatística e probabilidade.          Projetos de I+D (Pesquisa e desenvolvimento).  Requisitos:         Estudantes com formação em Julho de 2019 nos cursos: Matemática Física Estatística Engenharia ou outros estudos com forte componente quantitativo.         Também valorizamos conhecimento de técnicas de modelagem (logit GLM séries temporais árvores de decisão clustering etc.) linguagens de programação estatística (SAS R Python Matlab etc) e ferramentas de plataformas de Big Data (Hadoop MongoDB Cassandra Pig Hive etc.)          Valorizamos a realização de estudos específicos de pósgraduação em especial Data Science Finanças Quantitativas ou similar         Alto nível de inglês e conhecimento de outros idiomas.         Disponibilidade para viajar.Outros aspectos: sólida trajetória acadêmica dinamismo vontade de superação capacidade de trabalho Maturidade responsabilidade e facilidade de integração em equipes de trabalho multidisciplinar.Vaga disponível para PCD's,MANAGEMENT SOLUTIONS,20/08/2019
v1945123,Analista de Planejamento e Analytics,Fortaleza,Salário a combinar,1,2019-09-03,Pleno,REQUISITOSEnsino superior completo em Estatística Engenharias Economia Administração Ciência ou Engenharia da Computação e afinsConhecimento em Alteryx R Python Tableau e Power BI serão diferenciais.Informática Avançada. ATIVIDADESRealizar análises de performance operacionalColaborar na construção de testes piloto x controle para aprimoramento das políticas de cobrançaTrabalhar com banco de dadosElaborar M.I.S operacionais e gerenciaisAtuar como suporte na construção de modelos estatísticos e estratégiasEntre outras atividades.,Fortbrasil,22/08/2019
v1945989,Analista de Planejamento de Materiais,Manaus,R$ 3.000 a R$ 4.000,1,2019-09-03,Pleno,Grande Indústria Distribuidora de Energia localizada em Manaus/AM busca profissional para ocupar a posição de Planejador de Materiais (TEMPORÁRIO COM CHANCES DE EFETIVAÇÃO). Formação em Superior Completo em Administração ou Logística Experiência na área de planejamento de estoques Conhecimento em conceitos como classificação ABC PQR XYZ 123 e Estatística (Estatística Descritiva Inferência e modelos de previsão) Conhecimento em indicadores de estoque (Giro Cobertura de Estoque e Nível de Serviço). Domínio no Pacote Office Excel avançado Residir em Manaus.,Luandre,23/08/2019
v1946337,Cientista de Dados (Vaga para Maringá - PR),Maringá,Salário a combinar,1,2019-09-03,Sênior,ATIVIDADES:Mineração e análise de grande volume de dados com o objetivo de prover informações estratégicas para a instituiçãoUtilização de dados para propor melhorias de processos e novos produtosDesenvolvimento de algoritmos de prediçãoTrabalhar em conjunto com outras áreas da empresa e propor soluções.FORMAÇÃO:Curso superior completo em Estatística Economia Tecnologia da Informação Engenharia MatemáticaCONHECIMENTOS TÉCNICOS NECESSÁRIOS:Python / R / SQL avançadosEstatísticaBig Data BI Machine Learning e  IAConhecimento Contábil e Sistema FinanceiroExperiência na área.,Sicoob Central Unicoob,23/08/2019
v1946164,Analista de Prevenção a Fraude Pleno,Rio de Janeiro,Salário a combinar,1,2019-09-03,Pleno,Principais responsabilidades:Elaborar estudos e modelos estatísticos com o objetivo de identificar vendas que tenha alta probabilidade de serem fraudulentasPropor regras de procedimentos de avaliação de riscoGerenciar o sistema de regras antifraude sendo responsável pela inclusão alteração e desativação de regras Propor melhorias no sistema antifraude garantindo a constante aderência á evolução do mercado bem como aos processos internos. Requisitos:Superior Completo em Estatística ou áreas correlatasPacote Office Avançado (será testado) Local de trabalho: Barra da TijucaOferecemos salário compatível com o mercado política de benefícios atrativa e oportunidade de crescimento.,Wooza Telecom,23/08/2019
v1918393,Bolsista Programa Inova Talentos - IEL / CNPq,Osasco,Salário a combinar,5,2019-09-03,Sênior,Mestres e Doutores em: Matemática Aplicada Estatística e áreas afinsComo utilizar métodos analíticos para gerar vantagem competitiva em uma organização inserida em um ambiente altamente competitivo Conhecimento técnico: Capacitado em técnicas e ferramentas para o tratamento de grande volumes de dados. Ferramentas Estatística (SAS SQL R SPSS Stata)Carga horária de acordo com o plano de atividades acordado com o Tutor do Projeto. Duração: 12 meses. Valor da bolsa: R$3.00000 para MESTRES com no máximo 5 (cinco) anos de titulação.R$4.50000 para DOUTORES com no máximo 5 (cinco) anos de titulação.  Local: Osasco SP,IEL /SP - Inova Talentos,07/08/2019
v1939154,Analista de Revenue Assurance Jr,São Paulo,Salário a combinar,1,2019-09-03,Júnior/Trainee,ATIVIDADES E RESPONSABILIDADES Atendimento a requisitos de faturamento e reconhecimento de receita Auxílio ao desenvolvimento e implementação de testes na cadeia de receita Análise e diagnósticos das inconsistências encontradas Elaboração de indicadores de monitoramento da receita Auxiliar na elaboração de solicitações de auditoria e projetos conforme necessário Efetuar análises e estudos utilizando ferramentas estatísticas Gerar e analisar indicadores da área transformando dados para auxiliar na decisões de negócios. FORMAÇÃO ACADÊMICA NECESSÁRIAEnsino Superior em Contabilidade Administração Economia Estatística ou áreas correlatas.CONHECIMENTOS ESPECÍFICOSConhecimento em Pacote Office intermediário e SQL/SAS básico.HORÁRIO DE TRABALHO Segunda a Sextafeira.LOCAL DE ATUAÇÃOSão Paulo/SP.,Kroton Educacional,12/08/2019
v1911451,Analista de Inteligência de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-03,Pleno,DESCRIÇÃOAtuar na interface entre a área de negócios e cientistas de dados para auxiliar no desenvolvimento de estratégias segmentadas para otimização do valor da base de clientes.Análise e discussão das estratégias de segmentação e das campanhas.Criação e análise de KPIs para monitorar a performance do programa e contribuir com o desenvolvimento de ações de marketing que potencializem as oportunidades de retenção de clientes e expansão do programa assim como mensurar a rentabilização do programa.Aplicação de inteligência analítica em negócios.Formular e analisar hipóteses que ajudem na tomada de decisões estratégicas.Dar suporte às ações de planejamento e gestão de resultados com a finalidade de garantir a rentabilidade sustentabilidade e crescimento dos negócios. Auxiliar no desenvolvimento e mensuração de Testes A/B e na modelagem das análises estatísticas do programa. PRÉREQUISITOS Formação superior completa em Estatística Engenharia Ciência da computação e afins. Experiência com inteligência analítica aplicada a campanhas de aquisição de clientes retenção ou criação de estratégias ou ofertas personalizadas Raciocínio analítico Domínio do Pacote Office e conhecimento avançado de Excel Disponibilidade para viagens Nível mínimo do idioma Inglês: intermediário DESEJÁVEL Habilidade de Comunicação Conhecimento de Microstrategy (ferramenta de Business Intelligence BI) Experiência com criação de indicadores de performance ou criação de modelos de propensão Conhecimento em estatística Desejável conhecimento de marketing estratégico e experiência em varejo Experiência com gestão de base de clientes,Ipiranga Produtos de Petróleo S/A,Há 5 dias
v1919598,Analista BI SR,São Caetano do Sul,Salário a combinar,1,2019-09-03,Sênior,Requisitos:Formação superior completa em Engenheira Estatística Matemática Ciências da Computação ou áreas correlatas.Desejável Especialização em Ciência de Dados e Big Data.Imprescindível experiência em implantação de projetos de BI modelagem relacional/multidimensional e desenho de processos de negócio.Imprescindível experiência em ferramentas de Integração de dados (preferencialmente Alteryx) linguagens de manipulação de dados (SQL) e ferramentas de visualização e análise de dados (preferencialmente Tableau).Desejável experiência em desenvolvimento e aplicação de modelos estatísticos (R Python SAS).Desejáveis conhecimentos em Machine Learning e plataforma Hadoop e conhecimento em metodologias ágeis como Kanban e Scrum.Atividades:Será o ponto focal de contato com as áreas de negócio mapeando as necessidades de informação e transformando em solução analítica.Desenvolver processos de ETL e integração de dados em Alteryx utilizando melhores práticas de modelagem de BI. Dashboards e análises em Tableau que atendam a gestão das áreas de negócios definido o melhor design em visualização.Suportar e definir processos de Governança de Dados planejamento e definição de estratégia para estruturação de Data Lake e soluções de Big Data Inteligência Artificial e Machine Learning.Desenvolver modelos estatísticos para exploração dos dados de diversas origens gerando insights e identificando oportunidades de melhoria nos processos e nos resultados.Local de trabalho:  São Caetano do SulSP.,Manserv,05/07/2019
v1941288,Analista de Produtos Pleno,São Paulo,Salário a combinar,1,2019-09-03,Pleno,** TODAS AS NOSSAS POSIÇÕES TAMBÉM SÃO DESTINADAS A PESSOAS COM DEFICIÊNCIA** Responsável por elaborar e fazer a gestão da precificação dos produtos relacionados aos Riscos Patrimoniais com foco no aumento da produção e a rentabilidade da companhia através da seleção dos melhores riscos da otimização do prêmio a ser cobrado da fidelização dos clientes com as melhores margens e do monitoramento dos indicadores de desempenho internos (relatórios estatísticos) e externos (análises de mercado). ATIVIDADES:Gestão da TarifaDesenvolvimento de estudos e análises para avaliação (e implantação) de produtos em relação ao mercadoElaboração e desenvolvimento de relatórios gerenciais e dashboardsGestão e utilização de informações disponíveis nas bases de dados de negócioOrganização e consolidação de dadosCriação de KPI's (Key Performance Indicator)Análise de relatórios e identificação de oportunidades de negócios alinhados com a estratégia do GrupoAnálise de padrões de comportamento tendências simulações de cenários e revisõesModelagem REQUISITOS: Atuação no Mercado Segurador sobretudo nos ramos PatrimoniaisSuperior Completo em exatas: desejável Administração Engenharia Matemática ou EstatísticaPacote Office: Excel e Access avançadosSAS (programação mandatória)SAS Miner (desejável)Conhecimento em estatística extração e mineração (tratamento de base de dados e informações). BENEFÍCIOS:ValeRefeição Vale Alimentação ValeTransporte Assistência Médica Assistência Odontológica Seguro de Vida Seguro Decessos Previdência Privada Participação nos Lucros e Resultados Auxílio Creche / Babá Treinamentos Internos e Capacitações.,BRASILSEG,14/08/2019
v1939368,Analista de Dados,Rio de Janeiro,Salário a combinar,1,2019-09-03,Pleno,MISSÃO: Responsável por participar da consistência e validação de informações geradas pelos diversos sistemas legados e o Sislíder bem como dos paineis gerados pelo BI controlando e analisando a consistência de dados. Analisar diversas fontes de dados extraindo informações para guiar ações e medir resultados.  PRINCIPAIS RESPONSABILIDADES: Tratar bases de dados necessários à produção de informações oficiais do SeguroEstruturar o acesso às informações institucionais externas e internas de forma ágil e amigávelAnalisar a base de dados utilizada pela Gerência de Estudos Atuariais e Estatisticas (confiabilidade dos dados)Realizar pesquisas para identificação de oportunidades e desenvolvimento de soluções para melhoria resultados e incremento da tecnologia aplicada na área para divulgação e consolidação das informações oficiais Conhecimentos:  Utilização da software estatístico SAS Excel avançado e PowerBi nas rotinas e projetos da área Conhecimento do PowerBI,SEGURADORA LIDER,12/08/2019
v1939283,Pesquisador,Iracemápolis,Salário a combinar,1,2019-09-03,Júnior/Trainee,O que irei fazerPlanejar implementar e conduzir ensaios de pesquisa e desenvolvimento de fertilizantes de estimulantes e de produtos biológicos em campo casa de vegetação e/ou laboratório dentro e fora do centro de pesquisa gerando resultados e relatórios que auxiliam na tomada de decisão sobre o desenvolvimento do produto de nutrição vegetal fisiológicos e biológicos.Formação: Engenharia Agronômica ou Agronomia Mestrado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia. Desejável doutorado na área de nutrição vegetal fisiologia de plantas bioquímica de plantas ou fitotecnia.Experiência comprovada em desenvolvimento de pesquisa agrícola com amplo conhecimento em experimentação agrícola. Conhecimento em estatística.Conhecimento desejável do mercado de fertilizantes foliares e especiais. Experiência com pesquisa a campo na cultura do milho e/ou soja.Informática: Pacote Office programas de estatística (ex. Minitab) Idioma: Inglês avançadoLocal de trabalho: Iracemápolis / SP,Confidencial,12/08/2019
v1939418,CONSULTOR SENIOR - Marketing Consumer - High End Segment - CRM | Rentabilização  - HQ,Rio de Janeiro,Salário a combinar,1,2019-09-03,Sênior,Descrição das atividadesResponsavel pela definição dos clusters propensos a rentabilização de basePlanejamento e acompanhamento E2E dos clientes migrados garantindo o life time do cliente na base controle e pos pagoTer conhecimento financeiro/crédito para identificar melhores clusters propensos (score IP...)Construção de relatórios de acompanhamento dos resultados dos canais de venda Responsável pelo report mensal de performance das operações outbound versus mailing enviadoConceitos estatísticos/ matemáticos/ tendências businessCapacidade analítica e resolução de problemasCapacidade de desenvolver testar e validar soluções para melhor reflexo no negócioConhecimento e Experiência desejávelConhecimento de banco de dados SQL (avançado) e SAS (intermediário)Conhecimento com ferramentas de modelagem estatística para desenvolver iniciativas de clusterização e segmentação (diferencial)Excel (avançado)Big Data (desejável)Formação desejávelEngenharia de produçãoEconomiaAdministraçãoEstatísticaEscolaridade MínimaSuperior CompletoEmpresa e Local de TrabalhoM300 TIM S.A.RJ Rio de Janeiro,TIM Brasil,19/08/2019
v1944940,Estagiário de Business Intelligence,Rio de Janeiro,Salário a combinar,2,2019-09-03,Estágio,Principais atividades:Acompanhar os resultados de ações com base em métricasApoiar na captação e estruturação de dadosAuxiliar na criação de KPI’s. Requisitos:Superior Cursando – Tecnologia da Informação ou áreas correlatas Interesse em estatística e métricasDesejável conhecimento em SQL. Local de trabalho: Barra da Tijuca/RJ,Wooza Telecom,16/08/2019
v1942102,Analista Garantia Qualidade Pl (RPP) - Vaga Temporária,Hortolândia,Salário a combinar,1,2019-09-03,Pleno,Vaga temporária Cobrir licença maternidade Requisitos:Conhecimento em RPP (Revisão Periódica de Produto)Conhecimento em EstatísticaVivência com Boas práticas de FabricaçãoConhecimento em Legislação Nacional e InternacionalConhecimento SAPExcel Avançado O profissional será responsável pelas rotinas de Revisão Periódica de produto,EMS,21/08/2019
v1950524,Cientista de Dados - Del Castilho / RJ,Rio de Janeiro,Salário a combinar,1,2019-09-03,Sênior,FORMAÇÃO:  Superior Completo em Engenharia Estatística Ciência da Computação ou Correlatas   Pósgraduação com foco em ciência de dados pesquisa operacional ou áreas correlatas (Será diferencial)  Inglês Avançado.CONHECIMENTOS:  Conhecimento em R ou Python assim como experiência no uso de ferramentas analíticas como MATLAB SPSS MINITAB etc  Forte conhecimento em estatística aplicada como distribuições testes estatísticos regressão etc  Conhecimento e/ou experiência na área de Inteligência Artificial/Machine Learning ou Pesquisa Operacional  Conhecimento em bibliotecas científicas (Jupyter Scikitlearn Matplotlib etc) (Será diferencial).EXPERIÊNCIA:  Experiência de TI no desenvolvimento de softwares e/ou gerenciamento de banco de dados  Experiência no desenvolvimento de dashboards no Tableau ou Power BI (Será diferencial)  Vivências anteriores em indústria de processos ou logística (Será diferencial).OPORTUNIDADES E DESAFIOS:  Apoiar o desenvolvimento de novas aplicações participando desde o conceito até a implementação trabalhando em estreita colaboração com os times de Operações e Negócios globalmente.  Se manter a par dos novos desenvolvimentos tecnológicos em seu campo de atuação e contribuir ativamente com ideias para novos programas  Suportar diversas áreas de negócio com a construção de dashboards modelos preditivos e análise exploratória de dados  Desenvolver tecnologias de otimização da cadeia de suprimentos/logística e processos de negócio. Obs: É necessário disponibilidade para viagens.Local de trabalho: Del Castilho Rio de JaneiroA White Martins tem como um de seus valores a inclusão. Valorizamos o talento acima de tudo e por isso todas as nossas vagas estão abertas à pessoas com deficiência.,White Martins,Ontem
v1946293,Geólogo Pleno,Santa Bárbara,Salário a combinar,1,2019-09-03,Pleno,Prérequisitos obrigatórios Graduação em Geologia ou Engenharia GeológicaExperiência em análise geo estatística avaliação de recursos e modelagem geológicaInglês intermediário/avançadoConhecimento dos softwares Data mine Leapfrog e Isatis DiferencialMestrado em geoestatística Conhecimento em rotinas de QA/QCConhecimento de scripts,AngloGold Ashanti,23/08/2019
