idVaga,NomeVaga,Cidade,UF,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,DataPubli,Pesquisa
15381936,Assistente Dados - Estatística,Goiania,GO,A Combinar,1,2019-09-18,Profissional,Auxiliar na análise de custo de mercadoria e produtos; envolvendo a aplicação de custos diretos e/ou descontos especiais; formação de preço de venda; impostos recuperáveis e não recuperáveis e participa na definição de política. Auxilia na elaboração de relatórios sobre pesquisa de mercado e desempenho de preços Formação em curso nas áreas de: Estatística; Matemática; Engenharia; Economia; Pacote Office (Avançado).,2019-08-16T20:59:59-0300,Estatístico
15407972,Analista Estatístico de Varejo,Belo Horizonte,MG,A Combinar,1,2019-09-18,Profissional,Elaboração de relatórios gerenciais e análises para subsidiar a tomadas de decisões.Criação e manutenção de ferramentas de gestão (Excel avançado é um diferencial).Manter atualizadas as planilhas de rotina para apuração de resultados da área Comercial e de Operações.Elaboração de planos de ação junto aos compradores e gerentes de loja.Elaboração de apresentações para as reuniões de resultados mensais.Transferir conhecimento metodológico (PDCA) e técnicas de gestão para os gestores. Formação superior completa (Engenharia; Administração; Economia; Estatística ou áreas afins).Conhecimento avançado no pacote Office (Excel; Power Point). Será diferencial: Tabela Dinâmica; noções de VBA e Power Query.Conhecimento em metodologia PDCA; gestão de resultados; indicadores de processo.    Vivência em ferramentas e práticas de Sistema de Gestão Empresarial (método FALCONI) será diferencial.,2019-08-22T20:59:59-0300,Estatístico
15424923,Estatístico / Cientista de Dados,São Paulo,SP,A Combinar,1,2019-09-18,Profissional,Trabalhar com análises; estudos; modelos e segmentações de bancos de dados/bigdata de marketing; para suportar decisões estratégicas de negócios; de marketing e estratégias de relacionamento com clientes. Todo trabalho será realizado a partir de metodologia Ágil; portanto vivência anterior nesta metodologia será um diferencial. Conhecimento técnicos: Estatística; linguagens R e Python; Power BI; SQL; visão técnica e de negócios para trabalhos na área de marketing; CRM e Bigdata.,2019-08-27T20:59:59-0300,Estatístico
15465081,Analista de Indicadores e Estatísticas,Campo Grande,MS,"De R$ 2.001,00 a R$ 3.000,00",1,2019-09-18,Profissional,Será responsável por extrair; analisar; interpretar dados; números e estudos da área gerando relatórios gerenciais e dashboards. Apresentar estatísticas baseadas nos estudos da área. Analisar e apontar probabilidades que se anteponham aos riscos. A partir dos números; contribuir para a definição de metas. Controlar o rankeamento dos clientes; de modo a identificar resultados negativos e positivos. Ensino Superior completo em Matemática Aplicada a Negócios; Economia; Estatística ou áreas afins.,2019-09-03T20:59:59-0300,Estatístico
15497611,Cientista de Dados / Estatísticos,Rio de Janeiro,RJ,A Combinar,1,2019-09-18,Profissional,Atuar como consultor dentro do cliente. De forma resumida; terá que entender a necessidade atual para sugerir estudos que identificarão oportunidade de redução de custos dentro do processo atual. Dominar técnicas e documentos para levantamento de requisitos e especificações. Lidar com alto volume de dados de diversas fontes diferentes. Coletar e mineira os dados que serão utilizados nas análises. Realizar análise exploratória dos dados. Interagir. Selecionar e implantar técnicas e algoritmos de Machine Learning ou IA para a resolução dos problemas selecionados. com a equipe de Engenheiros de dados para selecionar e priorizar as entregas. Trabalhar adotando metodologias ágeis de desenvolvimento e entregas. Desenvolver e reportar relatórios para justificar as técnicas adotadas. Utilizar ferramentas de B.I. para expor o resultado e acompanhamento dos outputs do algoritmos. Formação em Estatística; Engenharia; Física; Matemática; Ciências da Computação. Conhecimento em SGBD relacionais (SQL Server; MySQL; PostGreSQL; etc..) e não relacinoais (MongoDB; etc..). Conhecimento de ferramentas para implantação de Data Lake (Hadoop; Spark; Hive; Pig; SGBD NoSQL). Conhecimento em ferramentas avançadas de análise (exmeplo: R). Conhecimento em Dynamic Reports e aplicativos de visualização (Ex.: R-Mardown; Shiny). Experiência com ferramenta de B.I. como PowerBI; Tableau; Qlik Sense ou equivalentes. Experiência com implantação de Data Lake. Inglês Avançado,2019-09-11T20:59:59-0300,Estatístico
15533221,Analista em Pesquisa Operacional/ Estatística,Goiania,GO,A Combinar,1,2019-09-18,Profissional,Operacionalização do sistema de importação como ferramenta para elaboração de relatórios analíticos. Realização de atividades de pesquisa de dados; planejamento de pesquisas; identificação de problemas buscando novas oportunidades para a empresa. Promover o desenvolvimento de novos fornecedores internacionais. Necessário conhecimento em Informática (Excel - VBA) e Inglês técnico. Ensino Superior completo.,2019-09-17T20:59:59-0300,Estatístico
15244079,Analista de Modelos Estatísticos Sênior,Barueri,SP,A Combinar,1,2019-09-18,Profissional,Atuar com desenvolvimento de modelos estatísticos para todo o ciclo de crédito (propensão; concessão e recuperação). Avaliação de novas técnicas estatísticas para melhores resultados; apresentação para clientes de resultados. Para atuação nesta área e protagonizar sua carreira; além de pensamento inovador; você precisará de: Sólidos conhecimentos em técnicas de Machine Learning; Conhecimento em SAS; R ou Python. Vivência em Regressão Logística. Formação necessária para estas posições: Matemática; Estatística; Ciência da Computação ou Engenharia. Remuneração; Benefícios e Vantagens: A Boa Vista SCPC oferece um programa de benefícios flexíveis e você poderá distribuí-los de acordo com suas necessidades: Remuneração compatível com o mercado; Jornada de 40 horas semanais em horário flexível; Trabalho em jornada flexível; Participação nos Resultados (PPR); Assistência Médica; Assistência Odontológica; Vale- refeição/Alimentação; Transporte fretado para diversas regiões conforme disponibilidade/Vale-transporte; Previdência Privada com coparticipação da Boa Vista; Seguro de vida; Convênio farmácia; Convênio SESC; Wi-Fi liberado em todas as áreas; Day-off no dia do seu aniversário + ingresso para cinema; Espaços exclusivos para refeições; lazer e descanso com rede; bebidas quentes; frigobar; televisão; vídeo game; mesa de sinuca; ping-pong e outros jogos; Ambulatório com consultas assistenciais para dependentes legais; incluindo campanhas de vacinas sazonais; PAE Programa de Assistência ao Empregado e Familiares; com atendimento de equipe multidisciplinar por telefone composta por Assistente Social; Psicólogos; Advogados e Nutricionistas 24 horas por dia; 7 dias da semana sem qualquer custo.,2019-07-22T20:59:59-0300,Estatístico
15102801,Estágio em Estatística,Brasilia,DF,"Até R$ 1.000,00",1,2019-09-18,Estagiário,Cursando 4º ano Deverá estar cursando: Ensino Superior. Auxiliar no controle e execução dos programas e processos de estatística; entre demais atividades pertinentes ao cargo.,2019-08-16T20:59:59-0300,Estatístico
15102814,Estágio em Estatística,Lago Sul,DF,"Até R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior. Auxiliar no controle e execução dos programas e processos de estatística; entre demais atividades pertinentes ao cargo.,2019-08-16T20:59:59-0300,Estatístico
15102836,Estágio em Estatística,Sobradinho,DF,"Até R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior. Auxiliar no controle e execução dos programas e processos de estatística; entre demais atividades pertinentes ao cargo.,2019-08-16T20:59:59-0300,Estatístico
15222821,Estágio em Estatística,São Paulo,SP,"De R$ 1.001,00 a R$ 2.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior em Estatística. Análise de website; medir a popularidade de um site; medir o posicionamento da concorrência.,2019-09-12T20:59:59-0300,Estatístico
15260935,Estágio em Estatística,Santos,SP,"Até R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior em Estatística; Matemática; Administração; Ciências da Computação ou Desenvolvimento de sistemas. Analisar comparação de preços; verificar desvio padrão; definir precificação baseado em variáveis. Conhecimento em Excel avançado.,2019-07-24T20:59:59-0300,Estatístico
15346488,Estágio em Estatística,Rio de Janeiro,RJ,"R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior cursando. Suporte aos diversos subsistemas internos (comercial; análise de mercado; financeiro; jurídico etc.). Acompanhar concorrência; sugerir melhorias de processos; dentre outras atividades pertinentes a formação. Conhecimentos em Excel.,2019-08-09T20:59:59-0300,Estatístico
15409545,ESTAGIÁRIO DE ESTATÍSTICA,Belo Horizonte,MG,"R$ 937,00",1,2019-09-18,Estagiário,Programa de estágio para estudantes da área de exatas . Engloba cursos como matemática; estatística; química; banco de dados; economia e física. PARA OS ESTUDANTES DE: matemática; estatística; química; banco de dados; economia e física A partir do 5° periodo,2019-08-22T20:59:59-0300,Estatístico
15438919,Estágio em Estatística,Betim,MG,A Combinar,1,2019-09-18,Estagiário,Ajuda na organização; síntese e análise de dados matemáticos;utilizando técnicas de amostragem; modelagem e inferência; presta suporte para a tomada de decisões gerenciais nas organizações.  Irá com planilhas e indicadores na área de estatística. Conhecimento em Excel avançado. Cursando Administração ou qualquer curso na área de exatas.,2019-08-28T20:59:59-0300,Estatístico
15448176,Estágio em Estatística,Rio de Janeiro,RJ,"R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior em Estatística. Auxiliar em projetos de análise de dados para várias empresas. Noções em ciências de dados; big data e áreas relacionadas. Inglês intermediário para leitura. Excel Intermediário. Diferencial: Noções de Linguagem Python ou R. Noções das ferramentas Power BI. Noções de Cloud Computing. Linguagem de programação (Pascal; C; C#; Java; Node JS ou Python).,2019-08-30T20:59:59-0300,Estatístico
15525990,Estágio em Estatística,Goiania,GO,A Combinar,1,2019-09-18,Estagiário,Ajudar na organização; síntese e análise de dados matemáticos; utilizando técnicas de amostragem; modelagem e inferência; prestar suporte para a tomada de decisões gerenciais nas organizações. Estatística,2019-09-16T20:59:59-0300,Estatístico
15279652,Estágio em Engenharias / Administração / Economia / Publicidade / Matemática / Ciências Contábeis / T.I / Estatística / Ciência da Computação,Osasco,SP,A Combinar,1,2019-09-18,Estagiário,Apoiará com análises e elaboração de relatórios; indicadores e processos. Excel avançado (ProcV; tabela dinâmica; fórmulas; gráficos; relatórios). Conhecimento em Excel. Ensino Superior em Engenharias; Administração; Economia; Publicidade; Matemática; Ciências Contábeis; T.I; Estatística; Ciência da Computação.,2019-07-26T20:59:59-0300,Estatístico
15295993,Estágio em Matemática / Estatística / Economia,Osasco,SP,"De R$ 2.001,00 a R$ 3.000,00",5,2019-09-18,Estagiário,Cursando 3º ano Deverá estar cursando: Ensino Superior em Matemática; Estatística ou Economia. Atuação no departamento de ações e custódia realizando as seguintes atividades: processamento de Fundos e Carteiras Administradas. Disponibilização de relatórios em ambiente Web. Monitoramento de Liquidações (Cetip e Selic). Atendimento a Clientes e/ou Gestores. Validação de Rentabilidade de Portfólios de Investimentos. Conhecimento em pacote Office nível avançado.,2019-07-30T20:59:59-0300,Estatístico
15318957,Estágio na área de Economia / Estatística,Belo Horizonte,MG,"R$ 1.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior na área de Estatística; Administração de Empresas ou Economia. Atualizar banco de dados e indicadores do setor comercial; atualizar as estatísticas e relatórios do setor comercial. Auxiliar a coordenação no planejamento das ações necessárias para o alcance das metas de vendas. Analisar o ciclo de vendas; identificando pontos de intervenção / melhorias para o alcance dos resultados. Atualizar os rastreamentos dos serviços prestados na empresa. Conhecimento em Excel avançado. Habilidade em raciocínio lógico.,2019-08-13T20:59:59-0300,Estatístico
15398163,Estágio em Estatística / Matemática,Vinhedo,SP,A Combinar,1,2019-09-18,Estagiário,Dar suporte quantitativo ao setor de Supply Chain; através do mapeamento; análise e geração de dados estatísticos; para fundamentar a tomada de decisão; minimizando os riscos e automatizando as decisões com assertividade nos resultados. Extração de relatório do SAP; realização de carga; tratamento e extração de dados no Banco de Dados do Excel (construir modelos estatísticos). Auxiliar na análise estatística dos dados; propondo melhor modelo estatístico e ajudar na implementação de melhorias. Auxiliar na criação de indicadores de Gestão do Supply Chain e acompanhar os indicadores de gestão; realizando melhorias nas bases de dados e suportando as melhorias nos processos da área de Supply Chain. Ensino Superior em Estatística ou Matemática. Experiência com Excel (avançado) e Power Point (intermediário). Inglês intermediário a avançado.,2019-08-20T20:59:59-0300,Estatístico
15421777,Estágio em Estatística / Matemática,São Paulo,SP,"De R$ 1.001,00 a R$ 2.000,00",1,2019-09-18,Estagiário,Deverá estar cursando: Ensino Superior em Estatística ou Matemática. Análise de dados de campanha publicitária. Manipulação de dados estruturados. Criação de relatórios de suporte as análises. Acompanhamento de resultados month to date. Aplicação de conceito de desvio padrão nos dados comparados.,2019-08-27T20:59:59-0300,Estatístico
15512725,Estágio em Estatística / Matemática,Rio de Janeiro,RJ,A Combinar,1,2019-09-18,Estagiário,Preenchimento e criação de planilhas de Excel; envio e apuração de pesquisas de opinião através de programa específico; relatórios estatístico de eficiência dos projetos; envio de mala-direta pelo Word. Excel avançado. Cursando Matemática ou Estatística.,2019-09-12T20:59:59-0300,Estatístico
15523847,Estágio em Estatística e Economia,Brasilia,DF,A Combinar,1,2019-09-18,Estagiário,Elaboração de estudos estatísticos. Elaboração e manutenção de relatórios. Crítica de dados. Dentre outras atividades relacionadas à estatística e atuária. Conhecimento em Excel. Conhecimento em estatística. Ensino Superior cursando Estatística ou Economia.,2019-09-16T20:59:59-0300,Estatístico
15176362,Programador Ciência de Dados,São Paulo,SP,A Combinar,1,2019-09-18,Profissional,Organizar e validar os dados gerados pelas área de negócio. Manipular grandes quantidades de dados; estruturados e não estruturados e transforma-lós em informações relevantes para tomado de decisão. Experiência em ferramentas de BI; preferencialmente no Power BI; Metodologias ágeis como Kanban e/ou Scrun; desenho em processo de negócio. Conhecimento de linguagens de manipulação de dados; como SQL e Python (desejável R). Estatística e Fundamentos de Machine Learning e plataforma Hadoop.,2019-08-23T20:59:59-0300,Cientista de Dados
15251608,Cientista de Banco de dados,Belo Horizonte,MG,"De R$ 3.001,00 a R$ 4.000,00",1,2019-09-18,Profissional,Atuar com centralização da modelagem de dados no setor de Desenvolvimento de Sistemas e Aplicativos. Terá participação em ações de manutenção de bancos de dados da Teknisa e de clientes. Elaboração de consultas no dicionário do banco de dados para administração do mesmo. Prática na utilização de ferramentas para elaboração de DER. Conhecimentos de modelagem; extração e manipulação de dados. Conhecimentos de instruções SQL (DDL e DML). Conhecimentos de programação em PL/SQL (Oracle e SQLServer). Conhecer bem os processos de Startup e Shutdown do BD e principais parâmetros de inicialização de uma instância do BD. Conhecimentos básicos de gerenciamento de usuários; roles e objetos do BD (tabelas; índices; constraints; visões; triggers; sequences etc.). Conhecimentos para execução de tarefas de manutenção preventiva e corretiva do banco de dados (análise física do BD; procedimentos de desfragmentação; geração de estatísticas; etc.).,2019-09-09T20:59:59-0300,Cientista de Dados
15319564,Analista de Planejamento - Ciência de Dados,Belo Horizonte,MG,"R$ 3.509,13",1,2019-09-18,Profissional,Desenvolver estudos e apresentações utilizando a inteligência de dados e aprendizado de máquinas para produzir análises detalhadas sobre comportamento de usuários; modelos estatísticos; fontes de dados e outras questões estratégicas que auxiliam na tomada de decisão dos gestores e que suporte o Planejamento Estratégico do GSCBH. Atividades específicas: Produzir modelos estatísticos e preditivos. Aplicar técnicas de agrupamento e classificação. Produzir e ou recomendar algoritmos; bem como explorar dados corporativos. Executar outras tarefas correlatas; do mesmo grau de dificuldade; mediante solicitação do superior imediato. Painéis de BI (Business Intelligenc). Estudos de viabilidade mercadológica e econômico-financeiro. Modelos estatísticos e preditivos. Ensino Superior completo em áreas afins: Estatística; Ciências Atuariais e Economia; assim como em áreas ligadas a gestão empresarial e TI. Conhecimentos: Soluções de BI - Power BI; Tableau; Qlik View e Qlik Sence; Python; C++; linguagem R; MySQL; MongoDB; Hadoop; ElasticSearch; Redis Linux; GitHub; AWS; técnicas de information Retrieval e estatística - Bayes; Markov Chain; dentre outros; sistemas de recomendação como recomendação recíproca; Multi-Armed Bandit; dentre outros.,2019-08-05T20:59:59-0300,Cientista de Dados
15397663,Representante Comercial / Gerente Comercial ou Vendedor Especializado para Ciência de Dados,São Paulo,SP,A Combinar,1,2019-09-18,Profissional,Esta vaga é para interessados em oferecer às empresas soluções especializadas de data science / machine learning / inteligência artificial; criadas e mantidas por alguns dos maiores cientistas do país. É imprescindível possuir uma carteira de clientes para oferecer os produtos/consultoria. Áreas de interesse incluem: financeiras (bancos; processadores; bandeiras; seguradoras; etc); RH (people analytics); publicidade e marketing (big data marketing) e agro (escores variados). Capacidade de entender um mínimo sobre ciência de dados. Carteira de clientes de tecnologia.,2019-08-21T20:59:59-0300,Cientista de Dados
15496766,Cientista de Dados,Rio de Janeiro,RJ,"De R$ 5.001,00 a R$ 6.000,00",1,2019-09-18,Profissional,Modelar problemas complexos; identificar oportunidades nos dados e gerar insights por meio de técnicas estatísticas; algoritmos e ferramentas de visualização. Além disso; profissional deverá integrar e qualificar dados de diferentes origens e em grande volume; arquitetando estruturas de dados e ambientes computacionais. Graduação em engenharia; ciência da computação; matemática; estatística ou áreas relacionadas. Experiência no uso de ferramentas e pacotes estatísticos. Experiência no uso de banco de dados. Conhecimento de uma ou mais indústrias e áreas de negócio.,2019-09-10T20:59:59-0300,Cientista de Dados
15497611,Cientista de Dados / Estatísticos,Rio de Janeiro,RJ,A Combinar,1,2019-09-18,Profissional,Atuar como consultor dentro do cliente. De forma resumida; terá que entender a necessidade atual para sugerir estudos que identificarão oportunidade de redução de custos dentro do processo atual. Dominar técnicas e documentos para levantamento de requisitos e especificações. Lidar com alto volume de dados de diversas fontes diferentes. Coletar e mineira os dados que serão utilizados nas análises. Realizar análise exploratória dos dados. Interagir. Selecionar e implantar técnicas e algoritmos de Machine Learning ou IA para a resolução dos problemas selecionados. com a equipe de Engenheiros de dados para selecionar e priorizar as entregas. Trabalhar adotando metodologias ágeis de desenvolvimento e entregas. Desenvolver e reportar relatórios para justificar as técnicas adotadas. Utilizar ferramentas de B.I. para expor o resultado e acompanhamento dos outputs do algoritmos. Formação em Estatística; Engenharia; Física; Matemática; Ciências da Computação. Conhecimento em SGBD relacionais (SQL Server; MySQL; PostGreSQL; etc..) e não relacinoais (MongoDB; etc..). Conhecimento de ferramentas para implantação de Data Lake (Hadoop; Spark; Hive; Pig; SGBD NoSQL). Conhecimento em ferramentas avançadas de análise (exmeplo: R). Conhecimento em Dynamic Reports e aplicativos de visualização (Ex.: R-Mardown; Shiny). Experiência com ferramenta de B.I. como PowerBI; Tableau; Qlik Sense ou equivalentes. Experiência com implantação de Data Lake. Inglês Avançado,2019-09-11T20:59:59-0300,Cientista de Dados
15517758,Cientista de Dados Sênior,Barueri,SP,A Combinar,1,2019-09-18,Profissional,Irá resolver problemas complexos e curiosidade para explorar quais problemas necessitam de solução. Ensino Superior completa em áreas relacionadas à Ciência da Computação; Matemática; Estatística ou áreas correlatas. Conhecimentos em modelagem estatística (preditiva e dimensional).Conhecimentos em modelagem matemática. Lógica de programação avançada. Precisa ter bons conhecimentos de negócio; comunicação e pró atividade; pois irá atuar diretamente com a área de negócio.Ter atuado em projetos que envolvam técnicas de machine learning. Regressão. Classificação. Redes neurais. Deep Learning. Conhecimentos sólidos em estatística e matemática. Conhecimento nas linguagens python; R; SQL; Hive. HDFS; Ambiente Hadoop; Liguagem R e/ou python; Spark; BigData; MapReduce; MongoDB; Linux. Diferencial: SQL Server; Azure e AWS; PowerBI. Experiência como cientista de dados.,2019-09-13T20:59:59-0300,Cientista de Dados
